target_dcn,atom=H,atom=He,atom=Li,atom=Be,atom=B,atom=C,atom=N,atom=O,atom=F,atom=Ne,atom=Na,atom=Mg,atom=Al,atom=Si,atom=P,atom=S,atom=Cl,atom=Ar,atom=Br,atom=I,atom=other,degree=0,degree=1,degree=2,degree=3,degree=4,degree=5,degree=other,formal_charge,total_H,hybrid=S,hybrid=SP,hybrid=SP2,hybrid=SP3,hybrid=SP3D,hybrid=SP3D2,hybrid=other,is_aromatic,atomic_mass,lone_pairs,HBD=0,HBD=1,HBD=2,HBD=3,HBD=other,HBA=0,HBA=1,HBA=2,HBA=3,HBA=other,ring_size,electronegativity,bond=NONE,bond=SINGLE,bond=DOUBLE,bond=TRIPLE,bond=AROMATIC,bond=other,is_conjugated,stereo=0,stereo=1,stereo=2,stereo=3,stereo=4,stereo=5,stereo=other,in_ring
7.3,0.0,0.0,0.0,0.0,0.0,3.8285585374193216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5485541771078726,0.023718078448816904,0.0,0.0,0.0,-5.756307804208878,0.0,0.0,-2.564306880298508,1.310902551234368,0.0,0.0,0.0,-1.63560195525789,-0.10078392409814096,0.0,15.16007619871649,0.0,0.0,0.0,0.0,-2.8137939972521693,0.0,0.0,0.0,0.0,-11.356484447111463,0.21789520516281158,0.0,0.8521717440026322,0.0,0.0,1.2395843852773307,0.0,-6.1161513161627905,-1.156136452867683,0.0,0.0,0.0,0.0,0.0,0.0,-1.8556011197116407
7.25,0.0,0.0,0.0,0.0,0.0,1.8595881659678302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2000369220535534,-2.360119768143969,0.0,0.0,0.0,-1.1327374183266974,0.0,0.0,-3.198413994874575,2.121961772629965,0.0,0.0,0.0,-2.0801282629809377,0.20568138581670414,0.0,6.883698387246818,0.0,0.0,0.0,0.0,-1.6782665722266987,0.0,0.0,0.0,0.0,-11.454801940682525,0.2081382573872652,0.0,0.2535694506240791,0.0,0.0,1.3386202289368674,0.0,-4.136082913792222,0.5805580873916867,0.0,0.0,0.0,0.0,0.0,0.0,-1.2209181329420584
32.6,0.0,0.0,0.0,0.0,0.0,-0.8339330008899601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14264006759822756,3.8802671633235786,0.0,0.0,0.0,-9.529977137753074,0.0,0.0,-0.1877442511301144,5.9804659937313005,0.0,0.0,0.0,-0.41666282846542657,-0.012498830072555478,0.0,8.20183355262525,0.0,0.0,0.0,0.0,-1.8957744473727818,0.0,0.0,0.0,0.0,-0.5764705072824903,-0.3382084413762563,0.0,2.1362864183334764,0.0,0.0,0.09011964456508181,0.0,-0.5076445370858984,1.711413270269377,0.0,0.0,0.0,0.0,0.0,0.0,-0.34409947108093775
29.0,0.0,0.0,0.0,0.0,0.0,-0.16873670559167486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5254625419034991,2.066922179999313,0.0,0.0,0.0,-6.812599088432066,0.0,0.0,-1.8492789961756628,4.743313648712199,0.0,0.0,0.0,-0.31455836061954656,0.5490854702794188,0.0,7.7203659982104025,0.0,0.0,0.0,0.0,-1.6124065429716392,0.0,0.0,0.0,0.0,-2.832916964443706,-0.4778669591908802,0.0,2.610612141222891,0.0,0.0,0.6268500536753994,0.0,0.3227258640588335,0.015744919857478834,0.0,0.0,0.0,0.0,0.0,0.0,-0.07874789924389525
25.6,0.0,0.0,0.0,0.0,0.0,-1.9471043888969817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3496791823275611,1.554471987398406,0.0,0.0,0.0,-11.06013800684299,0.0,0.0,-2.4838535382316724,4.721761717708205,0.0,0.0,0.0,-0.40836052451148497,0.0027065031705930664,0.0,8.496605621768346,0.0,0.0,0.0,0.0,-1.871157717138459,0.0,0.0,0.0,0.0,-0.6277835626902633,0.21655958820418952,0.0,4.326778822365631,0.0,0.0,0.39654658131253306,0.0,-0.11356567730893374,1.0737371215068041,0.0,0.0,0.0,0.0,0.0,0.0,-0.5883489391025893
21.5,0.0,0.0,0.0,0.0,0.0,-0.45922809271666054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05956020995094846,0.4759142951082378,0.0,0.0,0.0,-5.504105833731809,0.0,0.0,-2.9855878384279926,3.4842282230321926,0.0,0.0,0.0,-0.8292436528796188,0.38945649999996057,0.0,7.284026826869654,0.0,0.0,0.0,0.0,-2.196632632711685,0.0,0.0,0.0,0.0,-1.5244795252596566,-0.0055701248218422705,0.0,1.7338813228759555,0.0,0.0,1.2575191027565236,0.0,-0.1243530696095263,1.3695549899355557,0.0,0.0,0.0,0.0,0.0,0.0,-2.541435593549272
28.7,0.0,0.0,0.0,0.0,0.0,2.022964686693541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09832881049659292,0.6567775533654174,0.0,0.0,0.0,-7.7180343269955785,0.0,0.0,-0.4095368667305852,4.076980599832968,0.0,0.0,0.0,-0.1846865112441165,0.23219545904625072,0.0,8.716370097358688,0.0,0.0,0.0,0.0,-3.092468454004293,0.0,0.0,0.0,0.0,-1.340275027144651,0.3616485272405523,0.0,1.9869939213024406,0.0,0.0,0.2562962803113997,0.0,-0.07711696409206859,-1.436684465096807,0.0,0.0,0.0,0.0,0.0,0.0,-0.2474835816426637
25.7,0.0,0.0,0.0,0.0,0.0,-0.37982326929379795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4652024405387287,-1.3555369450154462,0.0,0.0,0.0,-7.109691182245262,0.0,0.0,-0.7347179611310963,5.343630964471409,0.0,0.0,0.0,-0.45001029206318677,0.1492703576087635,0.0,9.144735753020639,0.0,0.0,0.0,0.0,-2.6046515824702787,0.0,0.0,0.0,0.0,-0.6367027558256915,-0.025766606779273005,0.0,0.7684275800799387,0.0,0.0,0.28684557913543074,0.0,-0.3816000266019479,0.14992860713155842,0.0,0.0,0.0,0.0,0.0,0.0,-0.5689287103380387
22.6,0.0,0.0,0.0,0.0,0.0,1.9159829604306546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02069173479068276,1.3589717967232833,0.0,0.0,0.0,-2.8697499312315307,0.0,0.0,-2.518171180979211,0.35981104446367596,0.0,0.0,0.0,-0.3053169166562446,0.4272408576437172,0.0,7.60471234814125,0.0,0.0,0.0,0.0,-3.8176979696585107,0.0,0.0,0.0,0.0,-1.5031894217657262,0.2715255658823681,0.0,0.19973088044939047,0.0,0.0,1.2165661982423384,0.0,-0.5400070985433958,-1.843955124357155,0.0,0.0,0.0,0.0,0.0,0.0,-0.7824825560834796
18.3,0.0,0.0,0.0,0.0,0.0,-0.01346692163412122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42982998891434043,-1.5279337146266467,0.0,0.0,0.0,-5.199790712199325,0.0,0.0,-1.6538080317353998,2.9545814676602404,0.0,0.0,0.0,-0.8930786941080573,0.374634046914478,0.0,8.512369494729258,0.0,0.0,0.0,0.0,-2.9856580198472367,0.0,0.0,0.0,0.0,-1.9545437086086208,0.03793878423435615,0.0,0.7856237994976585,0.0,0.0,0.04325232798490575,0.0,-0.7008991695596345,0.6645162428394737,0.0,0.0,0.0,0.0,0.0,0.0,-0.5533587083974849
24.6,0.0,0.0,0.0,0.0,0.0,0.02731949772075737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18675542102783282,-0.27864786747078263,0.0,0.0,0.0,-7.578447412082953,0.0,0.0,-0.3822374002426976,0.4125383035386623,0.0,0.0,0.0,-0.28783303582442343,0.09307017580947452,0.0,9.000133572256315,0.0,0.0,0.0,0.0,-2.3135227118314763,0.0,0.0,0.0,0.0,-1.4122446304945537,0.029831278354750523,0.0,3.878542623188805,0.0,0.0,0.050761684907392635,0.0,-0.05532995966893672,-0.521957810927347,0.0,0.0,0.0,0.0,0.0,0.0,-0.26526796530286845
21.6,0.0,0.0,0.0,0.0,0.0,0.8176087547045361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12431126290890404,-0.981445313946681,0.0,0.0,0.0,-6.665783954297914,0.0,0.0,-0.6789384008867447,3.7750670562518955,0.0,0.0,0.0,-0.4436608376026916,0.40208091498397547,0.0,6.557195526760744,0.0,0.0,0.0,0.0,-4.376222799623735,0.0,0.0,0.0,0.0,-0.8922846414789039,0.03847842578521643,0.0,2.789620604828646,0.0,0.0,0.30707807198939463,0.0,-1.2378018046968222,-0.8661440817283683,0.0,0.0,0.0,0.0,0.0,0.0,-0.3478106535432124
18.1,0.0,0.0,0.0,0.0,0.0,1.1733524631709464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20768821731959974,-2.135968912648531,0.0,0.0,0.0,-4.039894210824425,0.0,0.0,-0.9930580177629604,1.507160096935472,0.0,0.0,0.0,-0.2289519512783169,0.1829355329034641,0.0,7.178212481304131,0.0,0.0,0.0,0.0,-1.5511127970288516,0.0,0.0,0.0,0.0,-1.071577978469774,-0.027273680653324917,0.0,0.8868412002991573,0.0,0.0,0.14370649555153392,0.0,-0.6521667302600722,-2.107832975661953,0.0,0.0,0.0,0.0,0.0,0.0,-1.524717984142553
14.5,0.0,0.0,0.0,0.0,0.0,-0.9041075599337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20452365334771372,-0.3286699624531355,0.0,0.0,0.0,-6.050401489590316,0.0,0.0,-3.002797366220518,-0.2735515152982959,0.0,0.0,0.0,-0.25526501173838234,0.1985488110968623,0.0,9.30776186107892,0.0,0.0,0.0,0.0,-1.76084639756247,0.0,0.0,0.0,0.0,-0.8949931223646397,-0.24362847233441265,0.0,1.4061054730773908,0.0,0.0,0.43734563606970767,0.0,0.04725412469985635,-0.2806883201310777,0.0,0.0,0.0,0.0,0.0,0.0,-1.7530643906331704
19.6,0.0,0.0,0.0,0.0,0.0,1.3844830035666948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06665339517756408,-2.939613927194543,0.0,0.0,0.0,-7.52194211278662,0.0,0.0,-0.5038484227456212,3.7808527520241153,0.0,0.0,0.0,-0.4705206264262056,0.31919311545150997,0.0,6.058540556507378,0.0,0.0,0.0,0.0,-4.02339819870558,0.0,0.0,0.0,0.0,-0.6851678464937514,-0.050961763755832834,0.0,1.1175856756702203,0.0,0.0,0.4072863711084125,0.0,-0.23272784897492826,0.4479709381335244,0.0,0.0,0.0,0.0,0.0,0.0,-0.374092619926337
16.4,0.0,0.0,0.0,0.0,0.0,-1.939174774374079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4594568484346464,-0.5650996890152751,0.0,0.0,0.0,-4.702178135166649,0.0,0.0,-0.9158624394940347,-0.4371840951982513,0.0,0.0,0.0,-0.3021694928822498,0.27540199743198635,0.0,9.587483133442532,0.0,0.0,0.0,0.0,-3.424875673171057,0.0,0.0,0.0,0.0,-0.7632809197785555,-0.13595418181761687,0.0,1.9602611182719425,0.0,0.0,0.4651599196631997,0.0,-0.3374045757091313,-2.672763789778795,0.0,0.0,0.0,0.0,0.0,0.0,-0.538286980799425
13.5,0.0,0.0,0.0,0.0,0.0,0.6330503554523386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353539452722945,-1.5026843352933028,0.0,0.0,0.0,-4.996649399330439,0.0,0.0,-2.522496553865855,2.2045375875989226,0.0,0.0,0.0,-0.09833287579993844,0.08203749189485521,0.0,5.9927721064506585,0.0,0.0,0.0,0.0,-4.114310907042249,0.0,0.0,0.0,0.0,-0.1252673783065621,0.2508254807388681,0.0,0.34769045241185914,0.0,0.0,0.1358007990211174,0.0,-0.8784136067176185,-0.852933493951145,0.0,0.0,0.0,0.0,0.0,0.0,-0.12198343725130023
51.3,0.0,0.0,0.0,0.0,0.0,1.4709781555165247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.696105131147574,0.0,0.0,0.0,-11.256270544466213,0.0,0.0,0.0,8.061615746582616,0.0,0.0,0.0,0.0,0.44337450839948467,0.0,13.96043759398601,0.0,0.0,0.0,0.0,0.4365766619672744,0.0,0.0,0.0,0.0,0.0,-0.13442749560175393,0.0,4.395343129861752,0.0,0.0,0.0,0.0,0.0,5.594658817658916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.7,0.0,0.0,0.0,0.0,0.0,0.6389182912125104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4145268617777056,0.0,0.0,0.0,-7.5422252571228,0.0,0.0,0.0,4.0523348081733825,0.0,0.0,0.0,0.0,0.12246187950585252,0.0,15.47351625069561,0.0,0.0,0.0,0.0,-0.36602194899123397,0.0,0.0,0.0,0.0,0.0,-0.14385049106818393,0.0,6.022522600635552,0.0,0.0,0.0,0.0,0.0,1.6205762644733888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.8,0.0,0.0,0.0,0.0,0.0,6.148056860613099,0.0,1.5042406322997497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04847300739554,0.0,4.141832131707396,0.0,0.0,0.0,-3.9727962692323704,0.0,0.0,0.0,13.58830357128774,0.0,0.0,0.0,0.0,0.7464617709802717,2.392960826792546,21.923074960521237,0.0,-1.4680210318883304,0.0,0.0,-0.44087577519177046,0.0,1.6349561488595281,0.0,0.0,0.0,0.005092781297923565,0.0,9.903927719276703,0.0,0.0,0.0,0.0,0.0,3.5559403113897616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.8,0.0,0.0,0.0,0.0,0.0,1.145869858887579,0.0,2.46846633760034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9229901503573146,0.0,1.6379982867705216,0.0,0.0,0.0,-0.9136162838578628,0.0,0.0,0.0,12.801334788152806,0.0,0.0,0.0,0.0,0.4445583906575621,3.2098449961122633,18.494952538326878,0.0,-2.171861503355025,0.0,0.0,1.1331552930550544,0.0,1.3731256447497415,0.0,0.0,0.0,-0.5433379004601964,0.0,11.869124802516836,0.0,0.0,0.0,0.0,0.0,3.239758191702842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.5,0.0,0.0,0.0,0.0,0.0,0.7031405800528798,0.0,1.7051265533280748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2774820397037914,0.0,2.4231758642894725,0.0,0.0,0.0,-3.6277598556033332,0.0,0.0,0.0,8.17515780118292,0.0,0.0,0.0,0.0,0.49994619162730736,0.5663932245906178,12.42713993134098,0.0,-7.917026091347516,0.0,0.0,-2.2101502332962966,0.0,1.186662108381885,0.0,0.0,0.0,-0.06722981673639872,0.0,6.142575925250469,0.0,0.0,0.0,0.0,0.0,4.420840630040507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.9,0.0,0.0,0.0,0.0,0.0,2.061783966189674,0.0,0.8084383642779169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8290290913880085,0.0,3.3210873800274623,0.0,0.0,0.0,-2.1346768878278084,0.0,0.0,0.0,5.726895169693925,0.0,0.0,0.0,0.0,0.23816291233359088,-1.834997036157283,8.70279157216042,0.0,-11.44106297334344,0.0,0.0,-1.9268183123234177,0.0,0.6359500429366456,0.0,0.0,0.0,-0.5078048350183231,0.0,6.655774902778409,0.0,0.0,0.0,0.0,0.0,0.6577090297286112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1,0.0,0.0,0.0,0.0,0.0,2.0270230955044033,0.0,-0.7225483107564692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6201248333380924,0.0,0.5874800285819353,0.0,0.0,0.0,-5.11456604994979,0.0,0.0,0.0,4.795349449130979,0.0,0.0,0.0,0.0,0.3259264389272438,-4.168187548233401,7.121002449312121,0.0,-10.372352956510914,0.0,0.0,-0.39606206857123283,0.0,-1.6334590528330448,0.0,0.0,0.0,-0.39611085221138076,0.0,3.2122361361226517,0.0,0.0,0.0,0.0,0.0,1.2305438098751154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,0.0,0.0,0.0,7.537170629246143,0.0,1.4626372517820023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8812420493607345,0.0,2.8598183951582437,0.0,0.0,0.0,-3.9705983684722224,0.0,0.0,0.0,8.67968809615996,0.0,0.0,0.0,0.0,0.7795959709619886,2.100197072438702,18.40686683644309,0.0,0.0,0.0,0.0,-0.8760492482664368,0.0,1.7780309567013415,0.0,0.0,0.0,0.41908662824390497,0.0,2.3374114231477483,0.0,0.0,0.0,0.0,0.0,-0.4416707892102316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,0.0,0.0,0.0,0.34434951470496067,0.0,1.2541755280961056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226691458180726,0.0,4.4707577756461205,0.0,0.0,0.0,-11.057887339544154,0.0,0.0,0.0,13.493596286833691,0.0,0.0,0.0,0.0,0.6918843044542484,1.0596967998230902,13.989939390491907,0.0,0.0,0.0,0.0,-1.2659278531076943,0.0,1.35956489151949,0.0,0.0,0.0,-0.08782613363859149,0.0,11.64755467300267,0.0,0.0,0.0,0.0,0.0,-1.5667003580583447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.5,0.0,0.0,0.0,0.0,0.0,1.9539350393056871,0.0,0.8806317241214217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1948687403658695,0.0,-1.9470579743947631,0.0,0.0,0.0,-9.907490634906988,0.0,0.0,0.0,4.805583438279518,0.0,0.0,0.0,0.0,0.6091498877182833,0.5678976065746166,16.57538233911653,0.0,0.0,0.0,0.0,-3.3852469862851624,0.0,1.171617653338279,0.0,0.0,0.0,0.714409161434606,0.0,7.577549828126287,0.0,0.0,0.0,0.0,0.0,-0.9931915684715129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.1,0.0,0.0,0.0,0.0,0.0,3.5945600064662386,0.0,-1.0294100701523057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744124692410473,0.0,3.721587983873569,0.0,0.0,0.0,-5.22685525291001,0.0,0.0,0.0,6.2352188321846675,0.0,0.0,0.0,0.0,0.6188419623169654,-3.683255586256667,11.439946144555833,0.0,-11.938874640366985,0.0,0.0,-1.3377438264467045,0.0,-0.7326010642869392,0.0,0.0,0.0,0.15472830203287913,0.0,4.701273852386651,0.0,0.0,0.0,0.0,0.0,4.3157939332335875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,3.977604424359569,0.0,0.13967327514045635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2859736716269419,0.0,4.7069871280759585,0.0,0.0,0.0,-7.579484325384604,0.0,0.0,0.0,7.757999555074649,0.0,0.0,0.0,0.0,0.39667274305758227,-2.983612870113479,14.300866865257326,0.0,-11.179437684647816,0.0,0.0,1.2096134307907356,0.0,-1.1247636279652458,0.0,0.0,0.0,-0.7321611325411101,0.0,9.288210498813207,0.0,0.0,0.0,0.0,0.0,4.401160249330106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.3,0.0,0.0,0.0,0.0,0.0,3.7766020378840466,0.0,0.4987474353032777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.104016424931892,0.0,2.954146665613056,0.0,0.0,0.0,-6.58472820569275,0.0,0.0,0.0,14.740608420815672,0.0,0.0,0.0,0.0,0.46128513620952916,0.19633459418680488,18.82207129226982,0.0,-7.8101412456582775,0.0,0.0,-0.296848230549001,0.0,1.1727417886846059,0.0,0.0,0.0,-0.3590752794946592,0.0,6.342296999528942,0.0,0.0,0.0,0.0,0.0,3.054131434851662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.9,0.0,0.0,0.0,0.0,0.0,2.4624490019422165,0.0,0.17861228880742175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7881861295812307,0.0,6.590244623187797,0.0,0.0,0.0,0.019007490601911314,0.0,0.0,0.0,12.358317065058426,0.0,0.0,0.0,0.0,0.7524292929382685,0.934463399761384,17.29945559872105,0.0,-6.38617758169034,0.0,0.0,0.662541494271089,0.0,1.8233351092086032,0.0,0.0,0.0,-0.8967795485023675,0.0,8.66926739834139,0.0,0.0,0.0,0.0,0.0,7.01158799608435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.1,0.0,0.0,0.0,0.0,0.0,0.9664328353980576,0.0,1.8635717512225227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.566445102330885,0.2805257079972536,2.4583654047315715,0.0,0.0,0.0,-4.612848917419628,0.0,0.0,-0.7492539751403093,5.038863509271067,0.0,0.0,0.0,-0.5880028389529004,0.6308093844513465,2.304802855901313,18.539814039729997,0.0,0.0,0.0,0.0,-2.049415225824178,0.0,1.3715555586738404,0.0,0.0,-2.113225765359477,0.10871280384493254,0.0,3.471626881391493,0.0,0.0,0.619680122114004,0.0,-0.03160446478834267,1.776745661605747,0.0,0.0,0.0,0.0,0.0,0.0,-0.9868012137631705
53.2,0.0,0.0,0.0,0.0,0.0,3.0757238540795218,0.0,0.9890987419235415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952631701452876,0.35643008549343413,0.9494493989017343,0.0,0.0,0.0,-2.517545344010111,0.0,0.0,-3.0700167724841556,3.375285784484765,0.0,0.0,0.0,0.24697050190487957,0.47438464231966293,1.0998924317161016,14.96150739072209,0.0,0.0,0.0,0.0,-1.0283733079261195,0.0,1.0227422035540918,0.0,0.0,-1.4515324911377983,-0.2687000701841189,0.0,0.7770942437132895,0.0,0.0,1.165336344211819,0.0,-0.07409608661883915,-0.024116917668941085,0.0,0.0,0.0,0.0,0.0,0.0,-1.2995805715438307
43.4,0.0,0.0,0.0,0.0,0.0,1.9659977282530896,0.0,1.1730715177478483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5017951325912566,-0.2435117802740212,1.731285352007136,0.0,0.0,0.0,-4.466698982279533,0.0,0.0,-3.36298791224516,4.340190422912334,0.0,0.0,0.0,-1.5011330375112362,0.6489989799693507,0.8966779983235256,13.094011028611657,0.0,0.0,0.0,0.0,-3.560231815904622,0.0,0.9338829128992057,0.0,0.0,-0.7182954815599292,-0.6581030894704725,0.0,3.8431031489957466,0.0,0.0,1.5999452345502334,0.0,-0.40355145606444154,-0.3705394349292259,0.0,0.0,0.0,0.0,0.0,0.0,-0.5844136155909929
32.9,0.0,0.0,0.0,0.0,0.0,0.1142845767627243,0.0,0.9757021390499929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8129017926687228,-0.7092779863680914,1.2032039856376286,0.0,0.0,0.0,-3.4048962454503577,0.0,0.0,-1.568956031448634,4.104512152566079,0.0,0.0,0.0,-0.5725207354630619,0.18134647998999043,0.8425534010965539,9.361139513752669,0.0,0.0,0.0,0.0,-0.8195899857836633,0.0,1.1455004107119162,0.0,0.0,-2.5340689342678697,-0.4761085506843159,0.0,2.5891614857150778,0.0,0.0,1.7154100196904754,0.0,-2.158175604705564,0.6232969236148218,0.0,0.0,0.0,0.0,0.0,0.0,-1.03638799853542
22.0,0.0,0.0,0.0,0.0,0.0,0.5628508620902508,0.0,0.43099170428187517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6394210154140714,-1.309288460996573,1.1722773552456331,0.0,0.0,0.0,-3.547500315886192,0.0,0.0,-2.5537614834200424,2.3571514923998373,0.0,0.0,0.0,-0.9157824244356183,0.46050393872879614,1.2765229400790785,7.728814096852397,0.0,0.0,0.0,0.0,-3.760436359130301,0.0,1.1425684480152363,0.0,0.0,-1.6910165446539054,-0.08939580082343834,0.0,2.003732903966845,0.0,0.0,1.2672375674916196,0.0,-0.7938776975001041,0.9286891582560219,0.0,0.0,0.0,0.0,0.0,0.0,-0.42240262476541357
69.0,0.0,0.0,0.0,0.0,0.0,0.9362949013233699,0.0,2.1674606476738347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5554661816529514,0.0,1.2689571908068027,0.0,0.0,0.0,-8.19352440220605,0.0,0.0,0.0,9.584489834108215,0.0,0.0,0.0,0.0,0.7915963069459178,1.5306600224169191,14.875721084840754,0.0,-4.815931173516942,0.0,0.0,0.817754006894341,0.0,1.3022473006654813,0.0,0.0,0.0,-0.7495037166134004,0.0,6.705133343856657,0.0,0.0,0.0,0.0,0.0,1.0956256211722408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.5,0.0,0.0,0.0,0.0,0.0,0.7512561919745444,0.0,2.007129272634227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1890901765288504,0.0,2.5005883045172705,0.0,0.0,0.0,-10.782652926002111,0.0,0.0,0.0,8.338454224445416,0.0,0.0,0.0,0.0,0.4261287224960384,1.829315967009677,13.532141391834255,0.0,-9.83096914848319,0.0,0.0,-0.420744722643585,0.0,2.5024939429287834,0.0,0.0,0.0,-0.09406068147597324,0.0,6.505301078038022,0.0,0.0,0.0,0.0,0.0,0.19901725490264432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
