SMILES,EX_Boiling Point,Tc,Pc,rhoc,omega,Tb,Tm,dHvap,dHfus
CC(C)C1=CC(=CC=C1)C(C)C,203.0,676.7239885212492,24.23906115887552,1.6641735099633719,0.4052729514424047,477.14202920680805,208.63422305998446,41.61418225846758,12.531513196560681
CC1=CC(=CC=C1)C,139.1,619.1119710715352,35.2788971821364,2.6134873588242096,0.3235909093900248,416.29818454955023,212.47732545647494,36.557694123744824,10.606676653595061
CC1CCCC(C1)C,124.4,593.2947516284966,30.393053305573122,2.3266514607627196,0.26725291749447583,398.0893544571723,168.996892284422,33.33934537384121,7.938578513284898
CC1=CC2=CC=CC=C2C(=C1)C,265.0,773.7369579422966,29.011858174469893,1.8461892459328368,0.42169130728022913,535.6426062568444,274.57314415785413,48.42965664958363,15.245685550457717
C1COCO1,75.3,569.9729553544607,60.328600167272306,5.042640198180212,0.27246729277962545,356.9931968604365,247.0630529094875,32.8406311404616,10.914954785405872
C1=CC(=CC=C1C(=O)O)C(=O)O,300.0,1116.6446753839584,58.11092890564,1.9611550451532924,0.930381422519869,830.1684577928137,700.564132845667,93.04484794737058,43.159842162078355
C1C=CCC=C1,89.5,568.2390910314623,44.25875561359017,3.4991767358931707,0.22295487544157364,361.7346391772909,223.65362079657433,31.197656131857958,5.6275898429475895
CCC1=CC=C(C=C1)CC,184.0,662.1944542713536,27.880566043380256,1.9818999480499468,0.39905129182467314,461.0865363658964,219.1170504500862,40.9547835710059,12.928679106588092
CC1=CC=C(C=C1)C,138.3,614.5644793636852,35.32483485981115,2.661714041365394,0.3304981630021358,414.0197118757993,269.5292806008381,36.42231047262671,13.363033620740147
CC1CCC(CC1)C,124.3,594.6514425590917,30.70730981486469,2.301234519420723,0.26290516475294534,395.7744533155768,172.84217967947063,33.40620425742607,7.674536264208282
CC1=CC=C(C2=CC=CC=C12)C,264.0,777.1299456889591,29.549923729328984,1.8767977377701692,0.40391672481710195,534.6530690772915,285.3554257469792,48.30280799725427,13.780582870803883
C=CC#CC=C,85.0,540.7645435866897,39.121739094668236,3.295084164444059,0.19639258251690422,344.3276877379591,198.88799229039188,29.12977930138431,7.565143763787847
C1CC=CCCC=C1,149.0,642.090894108123,36.97300699592582,2.5814933139384224,0.24880967912690874,420.7318899841581,220.2578875646573,36.04618982492298,5.919799234029796
CC1=C2C=CC=C(C2=CC=C1)C,267.0,783.1179769456526,30.282421632552552,1.8877735683335886,0.4038525333871836,536.2617005626963,306.50859012884683,48.671735164372656,14.411864814617362
CC1CCCC2=C(C=CC=C12)C,239.0,735.9800703840165,28.066183140929493,1.857364945084833,0.4165958863526914,513.9868926406227,263.43542710045443,45.61976607060635,17.710022617272934
C=CCCCCCCC=C,164.0,627.8809043151317,23.806223484979775,1.800843549793541,0.44183232819005147,440.575161091679,191.25664875569603,38.73961980920741,15.108031470836679
C=CC#C,6.0,453.502008049016,49.637181561982786,4.892045986357834,0.1264617910761773,277.97152306137684,218.2620075994489,23.362143503330625,5.43530817938252
CCC=C,-6.3,419.33153161577786,39.962015935222574,4.163673838391757,0.18306033015690182,262.40162008646917,99.30648454532904,22.19391992694032,4.888516473780121
CCCCCCCCC#C,174.0,635.7048295525416,24.17808139108356,1.8298762505637092,0.4366498325953493,448.4908769810956,231.7220084406554,40.143036603399715,18.401552103086434
CCCCCCOCC,142.0,584.7915808995609,25.662186634190494,1.959879263555301,0.4859363837844014,416.61739519338676,197.6587785450999,37.96315665761987,17.500028509511996
CCCOCC,63.0,500.3095190851709,33.160938670614236,2.973773263458383,0.33741866304772633,337.3829381139996,155.87766637234984,29.610049464968647,10.16861551150854
CCC1=CCCC1,106.2,575.1963788100512,35.12023716932772,2.8208255305963434,0.2685194431692356,381.6536358204205,150.5509521378175,32.25742784977544,8.06749548514754
CCCCC#C,71.2,524.8513544490486,35.362450449942436,3.0749808395599025,0.2788811476164734,345.4565507429641,161.72865452367031,29.96847308264533,7.895738388086333
CCCCCOC,99.0,540.0217890176401,30.66239438066649,2.5792610549628487,0.36630446129218164,369.6266800429276,168.84580504204328,32.576389782321705,12.684428936247402
CCC1(CCCC1)C,121.5,585.8930938556177,30.948849733270567,2.4067322032763587,0.2722217124404835,392.25596835508657,148.79358405161378,32.91628018090891,7.243430600275003
CC1=CC(=CC=C1)C(C)C,175.0,652.7566046392047,28.53696980412183,2.022135857527167,0.35565710418454133,451.546637190487,196.36217261453382,39.06872614075187,10.80550650977981
CCCCCCCC#C,150.8,612.0364400458546,26.433520609141297,2.0382871797215234,0.3825890961587389,424.1902768264938,214.18140746190312,37.38201157123281,15.462892575866874
CCCC=C,30.0,466.3666362843734,35.307786207892484,3.338103122057633,0.22654144195653456,301.09591663631704,114.62659012872442,25.377564273467407,6.338668874378304
CC#CC=C,59.0,516.3551302491273,42.70066442381496,3.7914454725419064,0.18696466251804733,328.259112711916,190.28953593350758,27.654681540415712,6.987585599304892
CCC(=O)C1=CC=CC=C1,217.4,709.0503694675411,33.646149969978836,2.2289258344013807,0.42959007957857376,483.03273448336085,261.13376834074944,44.86148526914235,12.36119671339137
CCCCO,117.6,563.4260294274283,44.05358078233181,3.6192488486872003,0.5904702165494506,392.8745186954101,178.06419803116154,43.062025375481774,8.254868043535733
CCCCOCC(C)O,172.0,625.2867998056358,28.60978696990385,2.048652417777739,0.5827090848857015,446.3636186528874,203.10107684325482,45.17241821485101,13.05761371560786
CCC#C,8.1,450.37659821952826,46.74738422290747,4.662383042696406,0.23577713544729836,284.09688743380786,154.80334492412393,24.9768881296691,5.54057706415401
C1CCC(=CC1)C2=CC=CC=C2,268.0,748.8467410502382,30.950797699305994,1.925135726902252,0.3902015139484458,514.9196655321355,261.39504295829823,46.09724246606997,14.517443666162395
CCCCCCCCCCO,229.0,687.6675112366557,23.204444899531467,1.607131745738899,0.6160475744263405,502.95238559558726,282.95055828702635,50.023743426231924,34.430470583359536
CCCCCCCCC=C,171.0,618.0344035342645,21.959941045989726,1.6943107349133686,0.47457983668283055,443.5789106584073,206.37609315187055,38.814928564862655,17.960653623171527
CCCCCCCCCCCCO,264.1,716.5790279440797,19.7894384209627,1.360735344275492,0.6673164967337716,535.1393386543903,298.7851190079063,52.79556180006286,39.53681220802709
CCCCCCCCCCC=C,213.4,656.0755733955624,18.63882956018554,1.4234350187955895,0.5636817972987851,484.5977601413766,232.05350468969,43.19772957759844,21.599885625191323
CCC1=CC=CC=C1C=C,189.0,668.0496449336316,30.54159727272371,2.1360044690718274,0.36129775462966834,458.16970298617036,200.421202261892,40.21640188615041,11.297154823996264
CC1=CC=CC=C1C=C,170.0,651.0848497603271,34.345861937378096,2.422561409746767,0.3279001942930209,438.53187658920325,213.48725555319797,38.46284700255794,10.819218419653795
CCC1=CC(=CC=C1)C=C,190.0,671.02813199924,30.059846441734177,2.1000473476237205,0.3764274683956386,461.57201767212996,183.03755548949252,40.737546778404756,11.016542479093262
CC1=CC(=CC=C1)C=C,170.0,655.5968662132759,33.74814153830077,2.386446640232035,0.34193214382269504,443.8449520715986,194.55976966681567,39.02335963256899,10.577510778186836
CC1=CC=C(C=C1)C=C,172.0,656.2905994909016,33.17048645388623,2.367719941499193,0.3479559100620021,445.94020200726317,234.81168954796496,39.144745656278964,12.363780297590331
CCC1=CC=CC(=C1C)C,194.0,675.3451070031499,29.619882534934458,2.0742598865128175,0.3858854510813244,467.1089034890263,231.62404275853638,41.623260500323624,12.429883184957548
CCC1=C(C=C(C=C1)C)C,188.0,662.1026066749412,28.309810529409134,2.033674575001743,0.39269785394467627,462.38789815060625,211.389303978142,40.65313959645663,12.590473091181648
CCC1=CC=CC=C1C,165.1,646.7962199900658,32.16258615800462,2.3116928726381287,0.3288999560398942,439.57225106096564,204.63254813459406,38.36796252265755,10.881126628214247
CCC1=CC=CC(=C1)C,161.3,637.270478246573,31.236980180226578,2.276356065819732,0.34724774329758,435.5886062950259,183.58506865266088,38.075582668295695,10.347085954549463
CCC1=CC=C(C=C1)C,162.0,638.9526819447125,30.95912693097032,2.2597791347734857,0.3600189776392758,439.4548425100859,210.86910149412913,38.53514073114052,11.932988702435175
CCC1=CCCCC1,136.0,608.1483402066914,32.34683582410924,2.459450855056457,0.2841696544927773,408.6450141203722,166.5466234227394,34.600960388573014,8.946267785406677
CCC1=CC=CC2=CC=CC=C21,258.0,776.7247795601256,32.00439710012402,1.896482366351739,0.40111534118203734,531.4061127647885,257.8208112533054,48.26636026182706,14.235352818307037
CCCCCCCO,178.0,631.8105209994305,31.268227694298353,2.265993942434749,0.5694029354529577,448.67029376093177,236.995739193924,46.9573163747978,19.720068220054284
CCCCCC=C,94.0,540.151780709991,28.602519854235005,2.4064832610655125,0.3332077443937098,369.14003549069565,160.18487640918542,31.355583887645256,11.598820876668505
CCCCCC#C,99.8,555.8153346415016,31.85990735217625,2.645812914609692,0.2953092041210411,371.81467856423774,179.24910384217415,32.04236105348553,9.971013826433325
CCCCCCCCCCCCCCC=C,285.0,718.8626779786047,13.929385698764568,1.0463832860507898,0.7253907505645725,554.1105900613443,270.5764613308482,51.24958076159567,29.91513621105361
CCCCCCO,156.9,610.8949789928557,34.95139017511085,2.6110287800921417,0.5684103817556743,430.97782371653733,218.74472936624053,45.934423017415874,15.138661980422285
CCCCC=C,63.4,505.8067538866867,31.646576530426092,2.792581346492135,0.2810090938589827,337.16069546159684,139.0587308662493,28.458117853550252,8.788189664303873
CC1=CC=C(C=C1)C(C)C,177.0,653.8904261205079,28.314721943491485,2.0116069512125327,0.3638324442630143,454.0902756847993,208.73893303126,39.42864238229872,11.31762574536446
CC(COC)O,120.0,571.4958233156526,40.64037023953482,3.2855973214187304,0.6140128606014881,399.24293384152793,181.6427472287865,42.69869380599882,6.578027331136703
CC1=CCCCC1,110.3,582.3359270196853,36.73893919378161,2.8477362744841574,0.25161346408945845,381.23900106060114,161.17374529614892,32.435005978206156,6.6207520588241815
CC1=CCCC1,75.0,541.0698688943858,40.18959310207086,3.341022812670969,0.23254356082461614,348.62653518461127,139.83841696925023,29.663562519002195,6.026119280749908
CC1=CC=CC=C1C(C)C,178.0,655.8515254016145,29.36058287621178,2.0722776852873124,0.33477766110541374,451.3230970098381,201.92287895827053,38.84663908653281,10.504583611137424
CCCC1=CC=CC=C1C,185.0,662.8138701938285,28.67867825039595,2.037226600696392,0.3778189661299312,459.23776737804224,213.42253916749905,40.27416267708419,12.927127089856317
CCCC1=CC=CC(=C1)C,182.0,656.7782331747376,28.10629573023716,2.0068050773568764,0.38992946252598365,455.94750401119353,192.83308858637477,40.13202178080006,12.033710660364235
CCCC1=CC=C(C=C1)C,183.0,656.6081801607776,27.914152576723637,2.0045599189481687,0.4000801067900445,457.88718958817617,208.87266273031818,40.368666669648185,13.120979233526654
CC1=CC=CC2=CC=CC=C12,244.4,771.4116896165248,36.518008705840124,2.1380535238354956,0.35012504274017964,515.9444959260637,264.92853755973385,46.56338371561709,11.647229481238872
CCCCCCCCCO,213.7,670.9996060313274,25.336690316496558,1.769277701874469,0.5960288184672146,485.78317450636894,271.5012078390035,48.93961206463503,30.12711263356749
CCCCCCCC=C,146.9,595.0065290517384,23.952130795161384,1.8868917745690303,0.42668421647895877,420.34940737867254,191.2409928854351,36.38227602426318,16.1536485292263
CCCCCCCCO,194.7,652.3376167876494,28.071310020235142,1.9881704834023068,0.5806619906179777,467.39008477098673,256.7429339963079,47.98626659710167,25.013356630857885
CCCCCCC=C,121.3,569.2212186359427,26.164858066665364,2.1209908308710057,0.3808818118419211,395.89086588228815,176.86147647610878,33.95861742104094,14.148386818156087
CCCCCCC#C,126.2,585.1296881135659,28.954978170022397,2.3106426472339696,0.3324994408093043,398.4551618206312,195.5647091461617,34.60197722545348,12.566577551436067
CCCCCO,137.6,587.4422294331539,39.15330224319248,3.0508641787492157,0.5824835020318659,412.1759242093603,200.22313312620636,44.80998875755429,11.11606795232532
CCCC#C,39.9,489.03618874077716,40.19198261255552,3.6998509092033953,0.23930935910048948,313.6753962646421,155.5562014438165,27.19217000550899,6.307450435391891
CCCO,97.04,537.0736041396118,51.1230808765406,4.507950713644049,0.608224399470178,371.15575406968446,156.46660501537835,40.96803000535111,5.935721538045059
CCCOCC(C)O,150.2,602.6974354222908,31.887265849178775,2.359061573294607,0.5719290097286678,426.72692467080145,199.7941492098315,43.62759927093856,11.327205332611697
CCCCCCCCCCCCCCO,295.8,741.3141585532513,17.07116547073505,1.1765323089669293,0.7246738149877012,564.5124449559156,310.22687267965836,55.77863910807864,41.902123497673784
CCCCCCCCCCCCC=C,251.1,689.217505187292,16.019588553529296,1.2165623187647057,0.6474564189006655,521.1271832210305,253.4674350352777,47.320942039293975,26.023865819957997
CCCCCCCCCCCO,246.0,702.6837897683279,21.39449848145966,1.473723741320487,0.6396632059806153,519.2480667717932,291.5815689270092,51.32652263777894,37.44732960617165
CCCCCCCCCC=C,192.7,637.972741325809,20.197530935174434,1.5479882469392097,0.5202040402681297,464.9899556153871,219.4362939466117,41.0754720068871,19.62378144790716
CC(C)(C)C(C)(C)C,106.32,580.2445909499766,30.223570483573603,2.2343913428430775,0.2871040597945389,385.56391013995363,346.73115419015323,33.75945652860039,4.597272426147787
CCCC(C)(C)C(C)(C)C,160.0,623.6723797879347,24.588368856632417,1.7859458037444909,0.36192028954413596,436.79023345147175,224.88038032921406,37.42052289409606,10.423363363399222
CCC(C)(C)C(C)(C)C,140.2,607.3809067344109,27.180328680622118,1.9639783167529543,0.30004562852443095,413.62256433780874,251.69197840361736,35.36358616756105,5.341823172322872
CC(C)C(C)C(C)(C)C,133.0,590.242971162725,26.10760535100309,1.9855710238566393,0.31740953805390154,404.7142002398125,177.42419605806575,34.31165373417591,6.536079088067799
CCC(C)C(C)(C)C,109.8,564.0673083573159,27.577272618870076,2.1975967178148004,0.2944975037178594,384.2588014407492,162.37973878165042,32.134534884080104,5.83040402265464
CC(C)C(C)(C)C,80.8,532.3806968058888,30.20875537964939,2.473392253722602,0.24873496321741206,353.3628926471038,242.43540867756383,29.84423180165784,1.8924858564616214
CCCC(C)C(C)(C)C,134.0,584.6480042219634,25.559083271663617,1.9943268425848333,0.3414800777388852,404.86675290462745,171.57121734943902,34.302010943676564,9.0472333213011
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,246.0,685.9132595468367,15.49612276512963,1.0930830544621022,0.5655353469958553,511.2413321877255,233.05393146419917,45.1891031882353,21.026279118679412
CC(C)(C)C(=O)C(C)(C)C,152.0,610.1704261513861,25.1426302186018,1.83638977485958,0.397866835331153,426.06710414562286,249.30817715252124,37.56547973587285,9.792622434591932
CC(C)(C)CC(C)(C)C,122.2,575.3797301392137,24.22674796307196,1.8861653167848846,0.32093523473738506,397.2730013643823,205.3131086620358,33.168500338324776,8.41291717362225
CC(CC(C)(C)C)CC(C)(C)C,178.0,632.2043051342075,19.832690945101962,1.4466060255268527,0.44289674268196927,452.49214976796765,219.02352339501664,39.22586051070086,14.241240307940743
CCC(C)CC(C)(C)C,127.0,573.2770651134296,24.368748664852806,1.9478699348534045,0.35365418666799314,398.0081896321355,163.7350938583154,33.68968809234346,9.716245476128796
CC(C)CC(C)(C)C,99.2,545.8172980533618,25.897928394495253,2.139812730402154,0.30950001977234326,373.9693479485063,156.40516945211314,31.163255900640433,7.012535370001275
CC(C)(C)CCC(C)(C)C,137.0,585.4820793576537,22.36961059936747,1.6712256519311266,0.3777824534015931,409.7241543478922,254.0112901756326,35.73276018654634,9.84404845818829
CC(C)CCC(C)(C)C,124.0,566.68606731703,24.122905363445092,1.9000142682124979,0.3580468288196927,393.57927272881847,180.06410625839843,33.817123205822355,8.795853604606904
CC(C)(C)CO,112.0,556.9945202463131,38.860406456016456,3.0563336700187036,0.5547286733341711,387.11911282237156,322.39402902964326,40.227437371783054,3.208928982029489
CCC=CC(C)(C)C,105.4,550.3818471535773,26.688195048729536,2.159682776843177,0.3170248121094953,375.5608486659198,152.4778038109575,31.64644961703648,7.699828209278598
CC(C)(C)C,9.5,438.0575914087169,32.928053929954324,3.2419819649213104,0.19756709130974076,281.9827142413556,247.75277851259452,23.603126434436504,1.9032371055892718
CC(C)(OC)OC,77.4,512.199698510094,33.3836510698181,2.8531120855389998,0.3431329686682327,348.65369616425926,180.70979068601116,30.709887138845538,8.00551647437121
CCC(CC)C(C)(C)C,134.0,587.6490857474286,25.86853642123177,2.0297838996128976,0.33324162694945614,406.3765101527373,167.63398316977458,34.12721967280867,9.213064928136662
CCC(C)(C)C,49.7,487.7781237757902,30.58896159287987,2.740121929351366,0.22343016403501598,321.55911920256614,172.1188180056539,26.533560088508136,2.0971471588036716
CCC(C)(C)C(=O)O,187.87,640.4457421900674,34.02357751104799,2.5667363267439782,0.6054651043640307,456.4331865175736,259.8358888291483,45.02418982682516,4.481907153602203
CCCCCC(C)(C)C,133.0,577.8138662311816,23.532408554392887,1.8770365391848818,0.379303807196462,404.64702895565773,172.53522802411837,34.630495649099004,11.202290587162965
CCCCC(C)(C)C,106.8,550.2379571016396,25.417276087021115,2.0940657231540403,0.3330454792417412,378.9202535245654,153.9072952330147,32.038602341638345,8.244074782420194
CCCCCCC(C)(C)C,154.0,605.9993290300621,21.586262352424043,1.6728222984468075,0.42846774053976483,432.14427849070495,198.3393407710893,37.26854035159484,14.503317224240377
CCC(C(C)(C)C)O,136.0,588.0955737989782,32.44633898328054,2.3525584087873654,0.49820194889434405,409.8204412837433,263.998882019139,41.72059123372374,3.166284782742574
CCCC(C)(C)C,79.2,522.259559686546,27.73022113838897,2.3781865124753425,0.2810975109891088,353.45781534944746,145.30959184909108,29.327547363817388,5.674474753955202
CC(C)(C)C=O,74.0,528.3205641527264,37.97199269126752,3.1746544452648657,0.34999303570975937,352.8276099869077,264.5397768663435,32.43583567048435,4.331351926362843
CC(C)C(C)(C)C(C)C,141.5,603.7028766953355,26.880392728696396,1.9980711422434154,0.31426355717378923,413.54256624746,181.96728522421978,35.08589888330067,6.712345966596805
CCC(C)(C)C(=C)C,108.0,566.3571072490679,28.610893869537176,2.2850652948778305,0.2895281212189523,386.4344649134618,179.97479591077527,31.978768232766075,7.555155556639386
CC(=C)C(C)(C)C,77.8,526.0645185693679,30.38722064675301,2.5298687637231954,0.24702432483368597,351.55788649775195,168.66417092169647,29.092803531585886,3.8346849482315486
CC(C)(C)C(C)(C)O,128.3,586.3628055128661,32.48250574340637,2.3048754639981333,0.4467468138939003,404.7001805466746,298.6833684172004,40.16834024033477,1.1998030401802018
CCCC(C)(C)C(C)C,137.0,590.0367144482267,26.193176116710166,2.041041817514568,0.33643197905424693,408.25439985517113,172.05482455353186,34.45560360954098,9.230806812945675
CCC(C)(C)C(C)C,114.7,572.3169938289386,28.25448296786067,2.214877483810582,0.28857079340574593,388.8808317362545,166.60855642386966,32.5216119051588,5.688465616655789
CC(C)C(=C(C)C)C,116.0,567.4078100537383,28.390072989961777,2.2819382497327156,0.305700931382856,388.2805475967684,161.62857316391134,32.225551783094964,8.783233650865773
CC(C)C(C)C(C)C,113.4,565.0755920144011,27.346115753731183,2.17768913953838,0.3148122532526206,385.50289496484396,155.15694741713511,32.597345724264606,6.856464860055492
CC(C)CC(C)C(C)C,131.0,579.4600063862378,25.109768497929302,1.968932341767256,0.3676082069574398,402.41590688274204,178.06646255225405,34.58187272447316,10.069340280021105
CC(=O)C(=O)C,87.5,621.399093978006,45.40905605838039,3.843727803750396,0.4199142207145385,413.384045938083,245.5822833601513,37.70140741050835,9.952667752401018
CCCC(C)C(=C)C,111.0,562.2450099192628,27.23985401875742,2.23600188289845,0.3346578659284566,387.1649323163913,158.690230754193,32.511766152477634,10.358623828875174
CCC(C)C(=C)C,84.0,534.5973699339054,29.72573746101166,2.512573579687884,0.28589946875639166,361.5595811757655,140.54113577795022,30.13671137699823,7.55714514287693
CCCC(=C(C)C)C,122.0,571.1128283801557,27.77575506130011,2.255872403338705,0.32200168470453616,392.7654742880027,161.36773096808543,32.719905652607665,10.511172490289068
CCC(=C(C)C)C,96.0,547.191240857576,30.69420854693257,2.555364252257918,0.27810149370650916,370.51297320149075,158.7522090008062,30.621092224202524,8.43287498519865
CCCC(C)C(C)C,115.6,562.8270263723346,26.594642052236114,2.1632173566211876,0.34095485847635987,386.71201842494173,148.1428699492017,32.87580433874629,9.1713705780748
C1COC=C1,54.5,523.6959312234613,51.49084114606997,4.597248378350428,0.24961923533294372,328.7728547169608,155.07590340851002,29.12009259385671,6.232455121936087
