SMILES,EX_Boiling Point,bp_predicted_gcn,bp_predicted_mpnn
CC(C)CCC(C)(C)C,124.0,124.66700000000003,119.154
CC(C)(C)CO,112.0,120.37700000000001,102.69500000000005
CCC=CC(C)(C)C,105.4,97.87,94.94200000000001
CC(C)(C)C,9.5,22.43900000000002,-0.6089999999999804
CC(C)(OC)OC,77.4,82.524,73.94300000000004
CCC(CC)C(C)(C)C,134.0,127.86700000000002,122.14800000000002
CCC(C)(C)C,49.7,66.77800000000002,43.31700000000001
CCC(C)(C)C(=O)O,187.87,178.10700000000003,162.33800000000002
CCCCCC(C)(C)C,133.0,129.99400000000003,123.19300000000004
CCCCC(C)(C)C,106.8,112.673,101.18200000000002
CCCCCCC(C)(C)C,154.0,146.01100000000002,142.06600000000003
CCC(C(C)(C)C)O,136.0,142.56800000000004,142.90800000000002
CCCC(C)(C)C,79.2,91.12100000000004,72.43300000000005
CC(C)(C)C=O,74.0,76.06700000000001,59.47200000000004
CC(C)C(C)(C)C(C)C,141.5,125.42500000000001,129.168
CCC(C)(C)C(=C)C,108.0,101.88900000000001,94.15000000000003
CC(=C)C(C)(C)C,77.8,79.59200000000004,71.65200000000004
CC(C)(C)C(C)(C)O,128.3,134.41200000000003,121.81
CCCC(C)(C)C(C)C,137.0,128.735,124.06400000000002
CCC(C)(C)C(C)C,114.7,111.15700000000004,102.59900000000005
CC(C)C(=C(C)C)C,116.0,117.38500000000005,112.13400000000001
CC(C)C(C)C(C)C,113.4,114.57800000000003,109.22200000000004
CC(C)CC(C)C(C)C,131.0,127.53000000000003,126.90900000000005
CC(=O)C(=O)C,87.5,109.75100000000003,97.52500000000003
CCCC(C)C(=C)C,111.0,102.31200000000001,102.51500000000004
CCC(C)C(=C)C,84.0,83.52300000000002,77.93900000000002
CCCC(=C(C)C)C,122.0,123.99600000000004,118.06700000000001
CCC(=C(C)C)C,96.0,103.97000000000003,89.10700000000003
CCCC(C)C(C)C,115.6,115.05800000000005,111.577
C1COC=C1,54.5,82.221,54.386000000000024
CC(C)C(=C)C,55.59,59.61400000000003,55.03800000000001
CC(C)C(C)(C)O,118.7,123.52600000000001,104.649
CC(=C(C)C)C,73.19,76.685,63.42500000000001
CC(C)C(C)C,58.0,63.22200000000004,58.95300000000003
CCCCC(C)C(C)C,140.6,132.78300000000002,132.52000000000004
CC1=CC2=CC=CC=C2C=C1C,267.0,251.832,262.943
