SMILES,EX_Boiling Point,bp_predicted
CCC1=CC(=CC=C1)C=C,190.0,189.7670281802379
CC1=CC(=CC=C1)C=C,170.0,171.61489865897647
CC1=CC=C(C=C1)C=C,172.0,171.23581965349024
CCC1=CC=CC(=C1C)C,194.0,192.56362410926562
CCC1=C(C=C(C=C1)C)C,188.0,189.44520735348743
CCC1=CC=CC=C1C,165.1,165.4015943102487
CCC1=CC=CC(=C1)C,161.3,160.88146527527482
CCC1=CC=C(C=C1)C,162.0,162.64070219090456
CCC1=CCCCC1,136.0,136.2699644956365
CCC1=CC=CC2=CC=CC=C21,258.0,257.44369819429915
CCCCCCCO,178.0,174.15227704330192
CCCCCC=C,94.0,93.25702887658281
CCCCCC#C,99.8,100.72208021857728
CCCCCCCCCCCCCCC=C,285.0,284.22388548116953
CCCCCCO,156.9,156.47443538613555
CCCCC=C,63.4,63.514534542731155
CC1=CC=C(C=C1)C(C)C,177.0,175.9276859539243
CC(COC)O,120.0,120.92171100201284
CC1=CCCCC1,110.3,109.03718271939687
CC1=CCCC1,75.0,75.39703691037994
CC1=CC=CC=C1C(C)C,178.0,177.21950611258046
CCCC1=CC=CC=C1C,185.0,184.78507824027338
CCCC1=CC=CC(=C1)C,182.0,181.97373392731788
CCCC1=CC=C(C=C1)C,183.0,185.42317046742892
CC1=CC=CC2=CC=CC=C12,244.4,243.13051489426414
CCCCCCCCCO,213.7,211.7613334736866
CCCCCCCC=C,146.9,146.55834850541873
CCCCCCCCO,194.7,195.0598254713289
CCCCCCC=C,121.3,120.01084924420496
CCCCCCC#C,126.2,125.54304517142492
CCCCCO,137.6,136.84528492294123
CCCC#C,39.9,47.681176524242005
CCCO,97.04,97.71248004478139
CCCOCC(C)O,150.2,148.5917017733343
CCCCCCCCCCCCCCO,295.8,295.5024684524359
CCCCCCCCCCCCC=C,251.1,251.8026215928503
CCCCCCCCCCCO,246.0,249.05333716681037
CCCCCCCCCC=C,192.7,191.89574757948577
CC(C)(C)C(C)(C)C,106.32,111.56307027183954
CCCC(C)(C)C(C)(C)C,160.0,162.91612714238545
CCC(C)(C)C(C)(C)C,140.2,143.4346610772368
CC(C)C(C)C(C)(C)C,133.0,133.03758721921054
CCC(C)C(C)(C)C,109.8,108.79916407169577
CC(C)C(C)(C)C,80.8,80.96431318332935
CCCC(C)C(C)(C)C,134.0,133.82981800439092
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,246.0,229.60763304810757
CC(C)(C)C(=O)C(C)(C)C,152.0,162.84521202296355
CC(C)(C)CC(C)(C)C,122.2,121.03040039429419
CC(CC(C)(C)C)CC(C)(C)C,178.0,183.98971087989958
CCC(C)CC(C)(C)C,127.0,123.56218165064575
CC(C)CC(C)(C)C,99.2,99.54633524802148
CC(C)(C)CCC(C)(C)C,137.0,137.84859587031042
CC(C)CCC(C)(C)C,124.0,124.55908618006191
CC(C)(C)CO,112.0,113.11757305054397
CCC=CC(C)(C)C,105.4,103.72163648520245
CC(C)(C)C,9.5,13.077051813932144
CC(C)(OC)OC,77.4,86.26043911532065
CCC(CC)C(C)(C)C,134.0,135.6789670346103
CCC(C)(C)C,49.7,49.2001626960045
CCC(C)(C)C(=O)O,187.87,184.98501880527465
CCCCCC(C)(C)C,133.0,133.03700349745952
CCCCC(C)(C)C,106.8,106.83949233224621
CCCCCCC(C)(C)C,154.0,156.16394621313577
CCC(C(C)(C)C)O,136.0,132.99320137970244
CCCC(C)(C)C,79.2,79.61634195580632
CC(C)(C)C=O,74.0,85.1474848713001
CC(C)C(C)(C)C(C)C,141.5,141.826645868939
CCC(C)(C)C(=C)C,108.0,112.18602767447265
CC(=C)C(C)(C)C,77.8,78.29411309104245
CC(C)(C)C(C)(C)O,128.3,125.90919967446052
CCCC(C)(C)C(C)C,137.0,136.25851637564944
CCC(C)(C)C(C)C,114.7,114.89982504140539
CC(C)C(=C(C)C)C,116.0,114.92793053195851
CC(C)C(C)C(C)C,113.4,115.08595090816544
CC(C)CC(C)C(C)C,131.0,133.12547982032328
CC(=O)C(=O)C,87.5,89.60331638496405
CCCC(C)C(=C)C,111.0,111.29828876250082
CCC(C)C(=C)C,84.0,85.26628114023623
CCCC(=C(C)C)C,122.0,122.44942287722142
CCC(=C(C)C)C,96.0,100.74338642378689
CCCC(C)C(C)C,115.6,115.71948505779557
C1COC=C1,54.5,58.58357420681358
CC(C)C(=C)C,55.59,55.57773172056551
CC(C)C(C)(C)O,118.7,115.21425835648114
CC(=C(C)C)C,73.19,74.08452756149018
CC(C)C(C)C,58.0,58.47551685694316
CCCCC(C)C(C)C,140.6,138.68143860819492
CC1=CC2=CC=CC=C2C=C1C,267.0,267.4175016852429
CCCCCC(C)C(C)C,164.0,162.27793086923788
CCC(C)C(C)C,89.8,90.66271311304013
CC(=C)CC(C)(C)C,101.3,103.83774049849956
CC(=CC(C)(C)C)C,104.9,107.39944524834141
CCC(C)(C)CC(C)C,130.6,128.25826207869704
COCOCOCOCOCOCOC,280.0,245.16773009917983
COCOCOCOCOCOC,242.0,223.21899926154992
COCOCOCOCOC,202.0,190.44988467831428
COCOCOCOC,156.0,153.19286999721527
COCOCOC,105.0,101.97267985243752
CC(C)CC(=C)C,81.6,79.7726612971511
CC(C)C=C(C)C,83.3,85.13809796764332
CC(C)C(C(C)C)C(C)C,157.0,156.32827209819447
CC(=O)CC(=O)C,140.7,157.15334893701976
CC(C)C(C(C)C)O,142.0,136.91617294025218
CC(C)C(=O)C(C)C,125.2,130.3503751217546
CCC(C)CC(C)C,109.4,110.84864075033772
CCCCC(C)CC(C)C,154.0,155.73782302037728
CC(C)CC(C)C,80.4,80.25174822680924
CCCC(C)CCC(C)C,157.0,159.89096017860794
CC(C)CC=C(C)C,113.0,115.56750859104
CC(=CC=C(C)C)C,135.2,135.39924456106314
CC(CCC(C)O)O,229.0,225.78372812628731
CC(=O)CCC(=O)C,194.0,195.72060260104502
CC1=CC=C(O1)C,96.0,94.72476074839369
CC(C)CCC(C)C,109.1,107.45441436901422
COC1=C(C(=CC=C1)OC)O,261.0,255.6739786332696
CC(C)CC(=O)CC(C)C,157.0,168.03396719728016
CC(C)CCCC(C)C,135.0,134.19059099599667
CC1=CC2=C(C=C1)C=C(C=C2)C,253.0,262.4441306526295
CCC(C)CCCC(C)C,158.0,158.94384316671244
CC(C)CCCCC(C)C,160.0,157.23234874756992
CCCOCCOCCO,214.8,216.65861402857666
COCCOCCO,194.0,193.11468766565235
C=COCCO,139.0,132.28243544410861
CC=CC,3.72,2.508538338310359
CCCCOCCOC(=O)C,191.1,193.6522421259516
CCCCCCC(CCCC)CO,248.0,253.53138929825786
CC#CC,27.1,26.554756415202007
CCC(C)(C)OCC,101.5,101.46700044804902
CCOCCOC(=O)C,156.6,156.53506465969997
CCOC(C)C,54.0,52.063456265871025
CCCC(C(CC)CO)O,243.0,242.7080424341766
CCC(=C)C(C)C,86.3,84.470547282545
CCC(CC)C=O,118.0,118.26922106415452
CCCCCC(=O)C,151.0,150.69944925185723
CCCCC=CC,97.0,98.37608043262185
CCCCC#CC,113.6,102.94980232479821
CC(COC(=O)C(=C)C)O,90.0,207.2024563887253
CC(COC(=O)C=C)O,70.0,198.65136840535308
COC1=CC=CC=C1C=O,243.0,227.30507471686855
CC(=O)OCCOC,142.0,144.59911196788607
CC(=C)CCC=C,88.0,92.97035883721583
CCC(=C)C,31.1,31.97456690315903
CCCCCCC(=C)C,144.0,143.67508775369862
CC(CC(C)(C)O)O,197.9,208.28501908421936
CCCC=C(C)C,95.0,97.14896511946449
CCC(CC)C(C)C,115.6,115.56470684842338
CCC=CC(C)C,88.0,86.17580758474355
CC1=CC=CC=C1C(=O)O,259.5,257.95201489859176
CCCCCCCCC(C)C,189.2,188.83209916029568
CCCCC(C)C(=O)O,214.0,211.43855425403353
CCCCCCC(C)C(=O)O,138.0,247.41854626895008
CCCC(C)C(=O)O,195.0,193.58685201372987
CC(C)C,-11.7,-11.497622800314048
CC(=C)C,-7.0,-6.309971821320687
CCCCCCCCCC(C)C,211.0,209.31592300534862
CCCCCCCC(=O)C,194.0,194.47895820352517
CCCCCCC(=O)C,173.0,170.77304597923523
C=CC(=O)O,142.0,143.67312528029146
C=CCO,96.9,94.9895780615571
CCCCCC(=O)OCC=C,186.0,191.0725172838483
CCCCCCCCCC(=O)C,233.1,234.9765663157341
CCC(C)O,99.4,99.52260286309684
CCC(=O)C,79.6,80.46848054320941
CC=CCO,123.0,110.02814542552983
CCCCOCCO,171.0,170.16665024671357
C1CCC(C1)CC(=O)O,228.0,226.7543927652536
CCCCCCCCC(=O)C,211.0,212.1999111186302
CCOCCO,134.7,131.9117043409804
CCOCCOCCOCC,185.0,188.081942776453
CCC1CCCO1,107.0,95.74693459048689
CCC1=C(C=CC=C1C)C,190.0,191.26362965740128
CCC1=C(C=CC(=C1)C)C,186.0,188.5450264819799
CCC(CC)CO,155.0,150.03741868816155
CCC(=C)CC,64.7,63.35500477364553
CCCCC(CC)CO,186.2,184.15933745990355
CCCC(=C)CC,94.0,94.17906557567579
CCC(CC)C(=O)O,193.0,192.2061685278328
CCC1=CC=CO1,92.0,91.29503342574782
CCCCC(CC)C(=O)O,227.5,227.55224436303052
CCC1=CC2=CC=CC=C2C=C1,259.0,260.7569951106724
C1=COC(=C1)CO,168.0,169.55641753883515
CCCCCC(C)O,159.0,159.2620821463351
CCCCC(=O)C,127.6,125.0469486735696
CC(C)OCCO,141.6,140.34065526568196
COCCO,124.3,121.0834824239817
CC1CCCO1,80.0,78.78974511046908
CC(=C)C=C,34.0,33.8512989458456
CCC(C)CO,129.0,128.82710250675808
CCCCCC(=C)C,119.0,119.59472927651609
CCCCC(=C)C,92.0,91.59847737038325
CCCC(C)CO,157.0,148.34332331798106
CCCC(=C)C,62.1,61.178397827769004
CC(C)CO,107.84,107.7907619703418
CCC(C)(C)O,102.4,102.1939410630938
CC=C(C)C,38.5,38.13057407886299
CCCCC=C(C)C,122.0,124.19988058587501
CCCCC(C)(C)O,142.0,145.5054835838706
CCCC(C)(C)O,121.0,127.94160233717167
CCC=C(C)C,67.3,67.19184176309443
CC(C)(C=C)O,99.3,105.85140627279947
CCCC(=O)C(C)C,134.0,132.12404326703057
CCC(=O)C(C)C,118.0,113.45341482000663
CC1=CC=CC=C1C2=CC=CC=C2,258.0,270.302533036372
CCC(C)C,27.83,28.74478173944459
CC1=CC=CO1,63.9,85.82145027046988
CCCCCC(C)C,117.6,117.58596579314246
CCCCC(C)C=O,141.0,140.43944746527745
CCCCC(C)C,90.0,89.31936668300028
CC1=CC2=CC=CC=C2C=C1,241.1,241.3160119940561
CCCCCCCC(C)C,167.0,167.42722314537764
CCCCCCC(C)C,143.0,142.12832643443693
CCCC(C)C=O,118.0,115.05716018134444
CCCC(C)C,60.21,59.58842974693647
CC(=C)C(=O)O,160.0,171.5034628940325
CC(C)C(=O)OC(=O)C(C)C,183.0,182.2443359191446
CCCCCCCC(C)O,193.5,200.14566991662434
CCCCCC=CC,125.6,124.90293031369373
CCCCCC#CC,138.0,126.81868245885784
CCCC(C)O,119.1,119.14079491970125
CCCC(=O)C,102.2,101.82614526606432
CCC=CC,36.9,36.71968666978836
CCC#CC,56.0,52.74876574788749
CC(C)O,82.21,82.61455553712068
CC(=O)C,56.08,64.23782925099022
CCC(C)C(C)(C)CC,139.0,137.14096643191425
CCC(C)CC(C)(C)CC,157.0,155.5824064027338
CC1CC(=O)CC(C1)(C)C,189.0,200.6930794334575
CCCCC(C)(C)CC,137.0,137.89028764822808
CCC(CC)(CC)CC,146.2,146.49710327995285
CCC(C)(C)C=C,77.0,81.83335932037312
CC(C)(C)C=C,41.24,41.24521098309964
CC(=O)C(C)(C)C,106.1,106.55225907277867
CCCC(C)(C)CC,111.9,112.10527501226846
CCC(C)(C)CC,86.0,86.64392288884403
CC(C)C(C)C=C,82.0,81.98880846953455
C1CC=COC1,85.5,90.05959053995241
CCC(C)C(C)CC,117.7,117.8795635125046
CC(C)CCCC(C)CCO,224.0,219.39386672051796
CCOCCC=O,135.2,131.79172725302982
CCC(CC)C=C,84.0,83.16774393457439
CCC(C(C)C)C(C)C,123.0,136.81386151273148
CCC(CC)C(=C)C,109.2,111.70926477938019
CCC(=CC)CC,95.0,97.8190179226699
CCC(C)C(CC)CC,140.0,141.67327349966877
CCCCC(CC)CC,143.1,144.35537717446743
CCCC(CC)CC,118.5,120.01828353690223
CCCCCC(CC)CC,165.0,167.85378535235515
CCCC=CCC,96.0,96.4896062121432
CCCC#CCC,109.2,108.76665534401758
CCC=CCC,66.4,65.71445009496824
CC(C)C=C,20.1,22.354532346833366
CCCC(=CC)C,97.0,98.06253684272662
CC(=C)C(=O)C,97.0,98.39455879866296
CCC(C)(CC)CC,118.2,117.46053958996464
CCC=C(C)CC,95.3,95.66144817899851
CC(C)CCOC(=O)C,141.6,142.59377644535937
CC1CCC=C1,65.0,63.7798461594125
CC1=COC=C1,66.0,80.15009875929081
CCCCCCC(C)CC,168.0,168.52339456111923
CCCCCC(C)CC,144.0,144.55338381211988
CCCCCCCCC(C)CC,212.0,211.4881329893546
C1CC(CC=C1)C=O,164.0,168.80976190964833
CCCCCCCC(=O)CC,212.0,207.89682512061086
CCC(CC)(CC)O,142.0,142.69570924161502
CCC(CC)CC,93.4,93.54941045802212
CCCCC(CC)O,163.0,156.3605759990528
CCCCC(=O)CC,146.0,145.45956829450972
CCCC(=O)CC,123.5,123.1589980428792
CC(C)CCO,130.8,134.22857613303586
CCCC(C)C=C,84.0,84.0939354664419
CC(C)C(C)O,113.7,111.37617114721542
CC(C)C(=O)C,94.2,93.17320430440196
CCC(C)C(C)O,142.0,129.91391472482923
CCC(=CC)C,70.4,69.38938891551311
CC1=CC(=CC=C1)C2=CC=CC=C2,274.0,265.8775237887693
CC(C)C#C,28.0,29.230655062904873
CC(C)CC=O,92.5,94.73753023228483
CCCCC(C)CC,118.9,118.27040554168838
CCCC(C)CC=O,145.0,147.30893203253737
CCCC(C)CC,92.0,91.5918570809207
CCC(C)CC,63.3,61.79276238336797
CCCCCCC(=O)CC,187.0,188.27787856347595
CCCCCC(CC)O,184.0,176.5283072707005
CCCCCC(=O)CC,166.0,167.85481646032497
CCCCC#CCC,135.6,130.17752155303646
CCC(CC)O,123.0,115.47781311995021
CCC(=O)CC,101.9,101.83174919091852
CC(C)(C)CC=C,72.5,80.0947905623234
CC=CC(C)(C)C,76.7,79.89078668702757
CC(=O)CC(C)(C)C,124.0,141.4995030802845
CCCCCCC(=O)CCC,206.5,207.13136254845944
CCC(CC)CC(C)C,134.0,135.9030909329358
CCCCC(CC)CCC,163.0,164.1776492778725
COC1=CC=C(C=C1)C=O,255.0,245.28609081118054
CC(=CC=C)C,76.0,72.46311001681858
CCC(C)C=CC,86.0,90.22819189782626
CC(C)CC(=O)C,115.7,115.74183134539328
CC=CC(C)C,56.4,57.60752471777664
CC1=CC=C(C=C1)C=O,202.0,205.76979909302685
CC1CC=CC1,68.0,66.07602890483179
CCCCCC(C)CCC,166.0,166.56375918247272
CCCCC(C)CCC,142.0,141.70801215947824
CC(=CC(=O)C)C,129.7,129.96021512540784
CCCCC(=O)CCC,166.0,165.75350408668942
CCC1=CC(=C(C=C1)O)OC,236.5,251.03698677107514
CCCC(CCC)O,161.0,159.25964434631555
CCCC(=O)CCC,144.0,143.929873833434
CC(=O)CC(C)(C)O,167.9,184.24506450149732
CC1=CC=C(C=C1)OC,175.0,185.32869764408747
CC1=CC(=C(C=C1)O)OC,217.0,221.2928048351077
CC1CCC=CC1,71.8,98.23837922955522
CCC(C)CC=C,87.0,86.43489614654527
CC(C)CCCO,151.0,150.9419541486643
CC(C)CC=C,54.0,54.44780938456654
CC(C)CC(C)O,132.0,130.96459629927534
CC1=CC=C(C=C1)C2=CC=CC=C2,273.0,270.4123506743234
CCCC(C)CCC,117.7,116.90962841396839
CCCCCC(CCC)O,192.5,196.00169522327337
CCCCCC(=O)CCC,188.0,187.55725065776682
CCCCC(CCC)O,176.3,176.110400289871
CCCC#CCCC,133.5,130.08896508124445
CCCC1=CC=C(C=C1)O,232.0,226.00418743756057
CCCC1=CC=C(C=C1)OC,211.5,223.59971774220543
CCCC1=CC(=C(C=C1)O)OC,121.0,256.3576874718043
C=CC1CCC=CC1,130.0,126.31047070649669
CC(=O)CCC=C,129.1,128.36484396175086
CC(C)CCCCO,170.0,169.77169734887667
CC(C)CCC=C,85.0,84.1547034910231
CC(C)CCC(=O)C,139.0,144.86566910805442
CC=CCC(C)C,89.0,91.16561332242617
CCCCC(C)CCCC,164.0,164.9158794702284
CC(C)CCC(C)O,151.0,146.95071800247308
CCC(C)CC(=O)CC,159.0,162.38666780223542
CCCCC(=O)CCCC,188.4,187.78605346172566
CC(C)CCCC=C,113.0,113.55142728745955
CCCCCC(=O)CCCCC,227.4,226.9007670547765
CC(C)CCCCC=C,139.0,138.57407727571183
CC=O,20.8,21.12253618543184
CC(=O)O,117.9,118.06170324156085
C#C,-84.7,-26.73520750645747
C(CCC(=O)O)CC(=O)O,337.5,322.4549620891248
CC(=O)OCC=C,104.0,104.37814373554778
C(CCCC(=O)O)CCCC(=O)O,357.1,352.6139255184554
C1=CC=C(C=C1)C=O,178.7,175.33465506814673
C1=CC=C(C=C1)CC=O,202.0,202.98546436923516
C1=CC=C(C=C1)CC(=O)O,268.0,290.23176055008867
C1=CC=C(C=C1)CCO,220.0,220.84777540774786
C1=CC=C(C=C1)CO,205.3,204.57822951196
CC(=O)C=C,81.0,76.7262793692521
CCCCOC(=O)C=C,146.6,146.9651090033558
CCCCOC(=O)C,126.0,126.6118230443659
CCCCOC(=O)C1=CC=CC=C1,249.0,249.11970565264664
CCCCOCC,89.0,92.22211287171399
CCCCOC1=CC=CC=C1,210.0,194.28198872513025
C1CCC1,12.5,13.239263517493157
C1CCCC(=O)CC1,180.4,177.8663730579545
C1CCC(=O)CC1,155.4,156.4181257587809
C1CCC=CC1,82.9,81.18843789105063
C1CCC(C1)O,140.4,144.79333215047694
C1CCC(=O)C1,130.5,130.73703546103252
C1CC1,-31.0,-33.08919704321755
CCCCCCCCCC(=O)O,270.0,270.88993646915446
CCCCCCCCCCOC(=O)C,249.0,244.15697727033728
C=CCOCC=C,94.0,94.52160294916092
C1=CC=C(C=C1)COCC2=CC=CC=C2,298.0,291.9851713206616
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,338.0,339.18230809773036
CCCCOC(=O)C=CC(=O)OCCCC,281.0,275.41663549582483
CCCCOCCOCCOCCCC,255.0,256.59144228929915
CCOCCOCCO,202.0,200.42215891976576
CCOCCOCCOC(=O)C,218.0,215.97768949457588
CCCCCCOCCCCCC,220.0,227.0262593089376
CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC,210.0,378.3042568888899
COC(=O)C1=CC=CC=C1C(=O)OC,282.7,283.8159282103769
C=COC=C,28.0,20.596580673276776
CCCCCCCCCCCC=O,185.0,249.14808237025397
CCCCCCCCCCCCOC(=O)C,265.0,277.0102406246991
CC,-88.6,-87.62800259058548
C=C,-103.8,-103.945656029384
CCOC(=O)C1=CC=CC=C1,212.5,212.93408540947053
CCOC(=O)C,77.1,82.16437155511198
CCC=CCC=CCC=CCCCCCCCC(=O)OCC,357.0,356.2504896514563
CCOC,6.0,7.201954131407149
CCC(=O)OCC,98.9,100.46676060114123
CCOC=C,36.0,34.66248292516349
CCOCCC(=O)OCC,168.0,168.06254044522495
CCC1CCC1,70.0,77.22590383854617
CCC1CC1,36.0,44.60367291890179
C(=O)O,101.0,72.5192751735849
C1=COC(=C1)C=O,161.5,155.4204726000131
CCCCCCCCCCC(=O)O,280.0,285.6076401285485
CCCCCCCCCCCCCCCCCC1=CC=CC=C1,402.0,389.4098453427905
CCCCC(CC)C=O,161.0,164.53201887286554
CCCCCC(=O)O,204.9,205.81324503717315
CCCCCCC1CCCC1,206.0,204.72455263402026
C1CC2=CC=CC=C2C1,177.8,178.22970335988276
CCCC(=O)OCC(C)C,157.0,156.95193299165226
CC(C)COC=C,83.0,70.53786095415182
CC(C)COC(=O)C=C,137.0,135.57273179747665
CC(=C)OC(=O)C,97.4,96.50166712296306
CC(C)OC(=O)C1=CC=CC=C1,218.0,219.49960633811526
CC(C)OC(=O)C,88.6,93.2380116614168
CC(C)OC(=O)C=C,51.0,113.33323831990958
CC(C)C1CCCC1,126.4,126.99983494354547
CC(C)CC(=O)O,176.5,176.3864640883889
CCCCCC=CCC=CCCCCCCCC(=O)O,229.0,353.85577555903296
CCC=CCC=CCC=CCCCCCCCC(=O)O,231.0,358.151413520604
CC(=O)COC,110.0,109.17498615436801
COC=O,31.6,32.13828391611014
COC(=O)C1=CC=CC=C1,199.0,199.48943481126048
CCCCCCCCC=CCCCCCCCCCCCC(=O)OC,400.0,393.76667866583966
CC(C)(C)C(=O)OC,102.0,110.06773292868951
COC=C,6.0,5.260929475145929
CC1CCC1,37.0,43.08262214631918
CC1CC1,1.0,-1.9962601321536226
CCCCOC=C,94.0,90.34286751586416
CCCCCCCCCCCCC1=CC=CC=C1,329.0,326.7548077521177
CCCCCCCCCOC(=O)C,225.0,226.87306945141785
CCCCCCCCCOC=O,216.0,215.09029107691094
CCCCCCCCOC(=O)C,210.0,208.62883719881222
CCCCCCCCOC=O,198.8,195.83983273245212
CCCCC1CCCC1,156.0,157.93335454143948
CCCCCCCCCCCCCCCCCCCCCC,369.0,368.2319321946501
CCCCCCCCCCCCCCCCCCCCC,359.0,355.97565328430835
CCCCCCCCCCCCCCCCC1=CC=CC=C1,385.0,378.7364593265844
CCCC1CCCC1,130.9,129.02127204251968
CC(C)(C)C(=O)O,164.2,164.25344473212255
CCCCCCCCCCCCCCCCCC(=O)O,371.0,371.2174058623474
CCCCCCCCCCCCCCCCCCOC(=O)C,208.0,358.4793588759145
CCCCCCCCC=CCCCCCCCC(=O)O,360.0,363.3164095054648
C(CC(=O)O)CC(=O)O,273.0,326.7498112373805
CCCCC(=O)O,186.1,187.44160437302298
CCCCCOC(=O)CCC,180.0,186.92036004850337
CCCCCOC(=O)CC,166.0,166.95833983415378
CCCCCC1CCCC1,180.0,184.28000473446957
CC=C,-47.6,-47.87617865412096
CCC(=O)O,141.5,140.2439986257985
CCCC(=O)OCCC,144.0,142.72593131783663
CCCOC(=O)C,101.0,100.6260809737633
CC#C,-23.2,-23.138443056059145
CCC(C)C1CCCCC1,179.3,177.31194464780606
CCCCCCCCCCCCCC(=O)O,250.0,325.5500198289444
CCCCCCCCCCCCCCOC(=O)C,173.0,306.8064597908558
CCCC=CCCC,122.6,122.09175769975155
CCCCCCCCCCC=O,117.0,231.93678322191295
CCCC(=O)OC=C,116.7,118.66119481340485
C=CC1CCCCC1,127.0,123.6588032788307
CCC(=O)OC=C,94.8,93.75387476678009
C1=CC=C2C=C3C=CC=CC3=CC2=C1,341.3,341.71519587522005
C1=CC=CC=C1,80.08,80.19313974807159
C1=CC=C(C=C1)C(=O)O,250.2,249.18826453647182
C1=CC=C(C=C1)CCC2=CC=CC=C2,280.0,280.10542086998794
C1CCC(CC1)C2CCCCC2,239.0,237.74399473620082
C1=CC=C(C=C1)C2=CC=CC=C2,255.2,251.05357534472694
CCCC=O,74.8,75.16637930552344
CCCCOC(=O)CCC,164.95,164.10232369080188
CCCCOC=O,106.1,104.58658609768304
CCCCCC(=O)OCCCC,204.0,208.00947036811158
