SMILES,EX_Liquid Density,m,sigma,epsilon_k,epsilonAB,KAB,molar_mass_rdkit,density_25C_1atm
CCC(C)CC(C)(C)C,711.0,3.3449409418794054,4.0772720072818975,255.8560561155549,9.094947017729282e-13,4.336808689942018e-18,128.259,
CC(C)CC(C)(C)C,687.77,3.218255732990423,4.066281657473768,251.49267320680036,9.094947017729282e-13,4.336808689942018e-18,114.23199999999999,
CC(C)CCC(C)(C)C,707.5,2.9117274823217643,4.068464489333025,271.4542250801255,0.36516714496679015,0.00010000000000000373,128.259,
CCCC(C)(C)CO,837.9,3.109631748291685,3.663540245879261,256.6503412015652,2255.1663828113847,0.010000000000000002,116.20399999999998,
CC(C)(C)CO,812.0,3.451028297377384,3.476146430383215,261.64422416189274,2377.3943395619303,0.010000000000000002,88.14999999999999,
CCC=CC(C)(C)C,704.8,2.8687928845555892,3.891400515493903,248.09177686111283,9.094947017729282e-13,4.336808689942018e-18,112.216,
CC(C)(C)C,649.0,2.561193048193548,3.945665132129448,237.08867706345038,9.094947017729282e-13,4.336808689942018e-18,72.151,
CCC(CC)C(C)(C)C,722.0,3.093024450635434,4.05421078019033,262.78763959648654,9.094947017729282e-13,4.336808689942018e-18,128.259,
CCC(C)(C)C,644.63,2.8153186307481777,4.0193148067905655,250.0083150948322,9.094947017729282e-13,4.336808689942018e-18,86.17799999999998,
CC1(CCCCC1=O)C,914.7,3.3846518723211774,3.7533074440331706,310.66236225123794,9.094947017729282e-13,4.336808689942018e-18,126.199,
CCCCCC(C)(C)C,715.7,3.2755098145910053,3.8988925332451134,249.99394431055921,9.094947017729282e-13,4.336808689942018e-18,128.259,
CCCCC(C)(C)C,691.12,3.231651558124051,3.9316070224975816,249.58500637339156,9.094947017729282e-13,4.336808689942018e-18,114.23199999999999,
