names,smiles,CN_log_pred,CN_pred,YSI_log_pred,YSI_pred
Octadecane,CCCCCCCCCCCCCCCCCC,4.630898549354759,101.60621945351525,4.785740428463062,118.79002620045038
Heptadecane,CCCCCCCCCCCCCCCCC,4.5780878176799575,96.3281070707482,4.733116566088691,112.64920624732119
4-hydroxy-pentanoic acid,CC(CCC(=O)O)O,4.5601766794672,94.60036896029311,3.602161892151146,35.677441467139076
Hexadecane,CCCCCCCCCCCCCCCC,4.5416778804280185,92.84813403611791,4.672010251420607,105.91244745398463
2-Heptacosanone,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)C,4.535903299793898,92.30776213092689,5.325466997830871,204.5043081254939
