rank,smiles,cn,cn_error,ysi,bp,density,lhv,dynamic_viscosity,tanimoto
677,CCC(C)CCO,19.47,46.53,36.44382887960564,151.13589752600416,819.2990315163801,35.85698479635902,5.9972295768652115,0.5555555555555556
678,CC1CCC(C(=O)C1)C(C)C,19.465,46.535,86.77731365676348,208.18119098224616,918.7115849419073,35.79519427817259,2.527911570053848,1.0
679,CC1=CC[C@@H](CC1)C(=C)C,19.458,46.542,87.00733724794904,183.21148398523442,828.3747038008235,42.26858314544489,2.3394570504936705,1.0
680,CC1=CCC(CC1)C(=C)C,19.458,46.542,87.00733724794904,183.21148398523442,828.3747038008235,42.26858314544489,2.3394570504936705,1.0
681,CCCCCCC(CC)(CC)c1ccc2ccccc2c1,19.422,46.578,122.43461213006486,319.85955436507936,973.5233845850393,40.172717041229745,25.534725695655727,1.0
682,CC1CCC(C1)(C)C,19.409,46.591,65.88936554969914,116.1748744004952,754.4880219988321,43.61855063298797,0.9277423391858477,1.0
683,CC(=C)CCC=C,19.368,46.632,68.8866481812947,91.15260607975999,725.2550944244632,41.438637843969886,0.38367470744483334,0.4
684,CC(=O)OC,19.305,46.695,12.169460896346529,72.54264363979243,989.3629867971606,19.316340566953023,0.42120188925200763,1.0
685,CCCC1=CC(=C(C=C1)O)OC,19.256,46.744,121.51164675598609,193.53267129314082,1030.0817506653636,30.060320654782352,8.865308745161032,1.0
686,COC1=CC=C(C=C1)O,19.163,46.837,57.866381940157005,207.43235124879746,1099.6937941181861,26.92905547050309,9.422855182434308,0.55
687,CCCCOC(=O)CCC,19.163,46.837,44.76380989603901,168.92144889288627,869.4460640993827,30.546013857490596,1.0782894287294724,1.0
688,CCCC(C)CO,19.138,46.862,35.763338743450916,153.1036509100428,819.1206834275772,35.85950848436961,6.71293458981878,0.625
689,CCC(COC)O,19.124,46.876,20.891237963324574,151.46900439427102,924.845352550018,28.269923857120506,4.8568183481862635,0.5
690,CC(C)(C)N,19.054,46.946,32.997630406773645,34.8219574300564,723.652445328542,35.77367034633918,0.40291397762486136,0.3333333333333333
691,CCCC(=O)CC,19.035,46.965,26.38614199908714,123.42092192234688,818.5285214993837,34.73942699506131,0.6176278153929231,0.7333333333333333
692,CC1=CC(=C(C=C1)O)OC,19.024,46.976,68.62909449511461,217.74025248942772,1077.54666888434,28.38190467973829,9.198323422581014,1.0
693,CCC(C)OC(=O)C,19.004,46.996,33.22949094636067,114.78877406956448,873.1348167010751,28.18805054584504,0.7241800886561883,0.5833333333333334
694,CC1=CCCC1,18.947,47.053,84.49032435699547,79.16046207059044,793.5280698810308,42.8492198868317,0.8406201521038357,0.3235294117647059
695,CC(C)(C)CCN,18.916,47.084,47.332944997095,88.91910212474605,753.1917877907745,37.84389032507722,0.5421066216361798,0.4375
696,CC(C)CC(=O)CC(C)C,18.91,47.09,56.36026205851495,160.73871243871838,808.8704738643677,37.021865953461585,1.0663454669191925,0.5882352941176471
697,CCOC(=O)C,18.905,47.095,14.380098611711587,83.0263418614813,908.7726541136008,23.38234831931949,0.6429211439113671,0.5882352941176471
698,CC(C)COC(=O)C,18.891,47.109,33.79524292993916,115.69752261643028,871.8993481052975,27.972144596467242,0.7042982279054598,0.5652173913043478
699,CC(C)OC(=O)C,18.863,47.137,24.958207411347757,96.42950437720044,881.9551847555146,26.115387568957956,0.610102803136445,0.4782608695652174
700,CC1=CCC=CC1,18.601,47.399,86.42671508088853,108.53782367635043,826.5550880233905,41.82913284336638,0.9452362861066885,0.34615384615384615
701,CCC(C)(C)C,18.55,47.45,46.364921608600866,56.11519776795389,653.3695000796592,44.41176064588255,0.39354924386067974,1.0
702,CC(CC=O)CC(C)(C)C,18.548,47.452,60.76954106657605,159.5425763051686,821.2656156248976,36.75200510483786,1.1971353185116549,0.5789473684210527
703,CCOC(=O)OCC,18.54,47.46,18.508616042603432,131.0430812185214,995.1747030482771,25.07113156833429,0.9609082814162403,0.625
704,CCOC(=O)C(=O)OCC,18.491,47.509,36.02273609310926,185.1860251445293,1063.384207870038,19.933591959748806,2.2713998751219115,1.0
705,C1C=CC2=CC=CC=C21,18.489,47.511,103.82322256483464,183.26947079676222,986.6285236657936,37.232637109996325,1.9260314579548006,0.34782608695652173
706,CCOCC1=CC=CO1,18.291,47.709,52.67186679783805,176.51918538341909,980.4355401870574,29.578968868616208,1.5180441037986856,1.0
707,CCCC(=O)C(C)C,18.231,47.769,35.00007365388686,135.58764598285975,820.5792093165513,35.54691082999957,0.7247107034255651,0.7
708,C1C=CCO1,18.21,47.79,52.425474979779786,56.93222910278526,893.6863648890749,30.29277303712011,0.46566222663676704,1.0
709,CCCC(CC)O,18.125,47.875,34.304842757834784,149.06449913567872,815.0738943317652,35.50352658947506,6.196072384927498,0.7333333333333333
710,CCCCC(C)O,18.069,47.931,34.31923622780995,149.00747295093353,812.9289960545088,35.60718656289818,5.710767503055258,0.8235294117647058
711,C1=CNC=C1,18.062,47.938,69.0341909323363,50.22520332166228,858.8569881483993,33.95723536847709,0.4817558977669374,0.2222222222222222
712,CC(=C(C)C)C,17.977,48.023,63.928585683595486,64.65430880210594,696.8371953210424,44.31141745452001,0.3779455731807937,0.3333333333333333
713,CC1CC1(C)C,17.935,48.065,54.4080650676625,64.40551511535608,749.081585603071,43.98420376282265,0.6097048069772448,1.0
714,C1=CC=C2C=CC=CC2=C1,17.879,48.121,106.4450866134693,224.05210545598825,1030.3150880961418,38.40327989492309,3.045805046534951,1.0
715,CC(C)CC(C)(C)C,17.766,48.234,63.40859213984761,107.22747171175139,701.0262280733784,44.25289938762249,0.5197035407592376,1.0
716,OCCO,17.638,48.362,10.324722345341574,146.3857828812919,1098.6017085231344,20.48685373977664,13.412776928800122,0.4444444444444444
717,C(CO)O,17.638,48.362,10.324722345341574,146.3857828812919,1098.6017085231344,20.48685373977664,13.412776928800122,0.4444444444444444
718,CC1=CCC(CC1=O)C(=C)C,17.559,48.441,79.34621217851902,206.46083483885334,942.198809837602,34.675224094496166,2.687671225690773,0.47058823529411764
719,C1CC=CC=C1,17.553,48.447,96.71158142348209,80.2631271408839,838.4688549516384,42.11265020426543,0.6364233579412875,0.5555555555555556
720,CCCCOC(=O)CC,17.525,48.475,39.845594655353565,145.95441736237183,875.6941982032998,29.8692231502581,0.8960826651464618,0.7272727272727273
