rank,smiles,mixture_cn,cn_error,cn_score,ysi,chemical_valid,chemical_flags,ood_warning,confidence_score,mixture_dcn,blend_ratio,ad_score,in_domain,mixture_ysi,mixture_bp,mixture_density
96,CCCCCCCCCCCCCCC(=O)OC(C)CC,66.47900195676839,10.520998043231614,66.47900195676839,116.76941512601093,True,OK,False,100.0,66.47900195676839,0.4,0.05513169985818678,True,116.76941512601093,293.3013009015093,841.4675912345477
97,CCC(C)CCCCCCCCCCCCCC(O)CC,66.12282126115424,10.877178738845757,66.12282126115424,118.3342511094733,True,OK,False,100.0,66.12282126115424,0.4,0.07886665472912091,True,118.3342511094733,292.36183424568253,825.7205126074457
98,CCC(CC)CCCCCCCCCCCCCCO,65.98426939444802,11.01573060555198,65.98426939444802,116.4661445493136,True,OK,False,100.0,65.98426939444802,0.4,0.04089169505987911,True,116.4661445493136,286.1406040695106,828.4784309720204
99,CCCCOCCCCC=O,65.72297894391309,11.277021056086909,65.72297894391309,83.86927183772353,True,OK,False,100.0,65.72297894391309,0.4,0.05765972364625671,True,83.86927183772353,228.88654040907164,848.095169908123
100,CCCC(=O)OCCCCCCCCCCCC(C)CC,65.68021705082761,11.319782949172392,65.68021705082761,116.21202069160059,True,OK,False,100.0,65.68021705082761,0.4,0.07762084174286588,True,116.21202069160059,293.120245723362,838.8506006903198
101,CCCCCCCCC(CCCC(CC)CC)COC(=O)CCCC,64.86975852744419,12.13024147255581,64.86975852744419,124.62936876917085,True,OK,False,100.0,64.86975852744419,0.4,0.053559049692189054,True,124.62936876917085,317.4542465014267,841.5723096280637
102,CCCCCCCCCCCC(=O)CCCCC,64.7804231128564,12.219576887143603,64.7804231128564,109.24906232410592,True,OK,False,100.0,64.7804231128564,0.4,0.12173818897482147,True,109.24906232410592,271.7444661010344,822.6504122225368
103,CCCC(O)CCCCCCCCCCCC(CC)CC,64.27342027840994,12.726579721590056,64.27342027840994,117.72059541484482,True,OK,False,100.0,64.27342027840994,0.4,0.07452629533018029,True,117.72059541484482,292.3670599643074,825.8240176352209
104,CCCCCCC=CCCCCCCCCC,64.26366179241151,12.736338207588489,64.26366179241151,111.00043352042131,True,OK,False,100.0,64.26366179241151,0.4,0.19625945090539132,True,111.00043352042131,262.1702020809154,799.0783534922588
105,CCCCC=CCCCCC(=O)OCC(CCCCCC)CCCCCC,63.09234145352265,13.90765854647735,63.09234145352265,129.06159071067952,True,OK,False,100.0,63.09234145352265,0.4,0.05244928361939438,True,129.06159071067952,328.3075564932459,847.758293172188
106,CCC(C)CCCCCCCCCC(=O)OCCCC(C)CC,63.020478492968095,13.979521507031905,63.020478492968095,121.55970414668208,True,OK,False,100.0,63.020478492968095,0.4,0.08234399603143172,True,121.55970414668208,305.43344732855337,839.8982807226766
107,CCCCCCCC=CCCCCCCCC,62.74567277665113,14.254327223348866,62.74567277665113,111.00043352042131,True,OK,False,100.0,62.74567277665113,0.4,0.20303432963609092,True,111.00043352042131,262.1702020809154,799.0783534922588
108,CCC(C)CCCCCCCCCOC(=O)CCCC(C)CC,62.43297614779357,14.567023852206432,62.43297614779357,121.4697046270747,True,OK,False,100.0,62.43297614779357,0.4,0.0856273097373157,True,121.4697046270747,305.43415270985827,839.9147767407551
109,CCCCCCC(=O)OCC(CCCCCC)CCCC(CC)CC,62.07911175215266,14.920888247847337,62.07911175215266,124.53765238015998,True,OK,False,100.0,62.07911175215266,0.4,0.06455311537622854,True,124.53765238015998,317.4565071371061,841.6995077889273
110,CCC(C)CCCOC(=O)CCCCCCCCC(CC)CC,61.98809466440578,15.011905335594221,61.98809466440578,120.52001604599745,True,OK,False,100.0,61.98809466440578,0.4,0.08422397892243105,True,120.52001604599745,305.4325144096557,839.8764507901836
111,CCC(C)CCCCCC(=O)OCCCCCCCC(CC)CC,61.07488777444919,15.925112225550812,61.07488777444919,122.98014286580347,True,OK,False,100.0,61.07488777444919,0.4,0.08533383586729304,True,122.98014286580347,311.4719038255256,840.3082841599893
112,CCC(C)CCCCCCOC(=O)CCCCCCC(CC)CC,60.988829917291675,16.011170082708325,60.988829917291675,123.09664144632085,True,OK,False,100.0,60.988829917291675,0.4,0.08565867441736841,True,123.09664144632085,311.4719116481415,840.3085467096304
113,CCCCCCCCCC(=O)OCCCCCCC,58.398015698982405,18.601984301017595,58.398015698982405,110.06731582285494,True,OK,False,100.0,58.398015698982405,0.4,0.09260205007444888,True,110.06731582285494,280.4898949630101,837.8488677727158
