rank,smiles,cn,cn_error,cn_score,ysi
1,CCCCCC(C)C(=O)O,55.49838163060194,0.49838163060194063,55.49838163060194,45.2672860656464
2,CCCCC=O,55.79958905600905,0.7995890560090473,55.79958905600905,23.523889793928337
3,CCCCC(CC)C(=O)O,57.088458252834485,2.088458252834485,57.088458252834485,44.53587682413441
4,CCCCC(C)C(=O)O,57.32411875680274,2.32411875680274,57.32411875680274,36.7278812007473
5,CCCCC(=O)O,57.959166968253996,2.959166968253996,57.959166968253996,24.625850459125378
