Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_1269,Morgan,0.0,1269
Morgan_Bit_1839,Morgan,0.0,1839
Morgan_Bit_1709,Morgan,0.0,1709
Morgan_Bit_636,Morgan,0.0,636
Morgan_Bit_1368,Morgan,0.0,1368
Morgan_Bit_69,Morgan,0.0,69
Morgan_Bit_1329,Morgan,0.0,1329
Morgan_Bit_962,Morgan,0.0,962
Morgan_Bit_1867,Morgan,0.0,1867
Morgan_Bit_892,Morgan,0.0,892
Morgan_Bit_1877,Morgan,0.0,1877
Morgan_Bit_749,Morgan,0.0,749
Morgan_Bit_1818,Morgan,0.0,1818
Morgan_Bit_1173,Morgan,0.0,1173
Morgan_Bit_432,Morgan,0.0,432
Morgan_Bit_953,Morgan,0.0,953
Morgan_Bit_104,Morgan,0.0,104
Morgan_Bit_556,Morgan,0.0,556
Morgan_Bit_1138,Morgan,0.0,1138
Morgan_Bit_1275,Morgan,0.0,1275
Morgan_Bit_314,Morgan,0.0,314
Morgan_Bit_630,Morgan,0.0,630
Morgan_Bit_196,Morgan,0.0,196
Morgan_Bit_1260,Morgan,0.0,1260
Morgan_Bit_1475,Morgan,0.0,1475
Morgan_Bit_1410,Morgan,0.0,1410
Morgan_Bit_293,Morgan,0.0,293
Morgan_Bit_14,Morgan,0.0,14
Morgan_Bit_1157,Morgan,0.0,1157
Morgan_Bit_1256,Morgan,0.0,1256
Morgan_Bit_723,Morgan,0.0,723
Morgan_Bit_1455,Morgan,0.0,1455
Morgan_Bit_1802,Morgan,0.0,1802
Morgan_Bit_1016,Morgan,0.0,1016
Morgan_Bit_813,Morgan,0.0,813
Morgan_Bit_1697,Morgan,0.0,1697
Morgan_Bit_541,Morgan,0.0,541
Morgan_Bit_308,Morgan,0.0,308
NumAliphaticHeterocycles,Descriptor,0.0,2131
Morgan_Bit_1582,Morgan,0.0,1582
Morgan_Bit_893,Morgan,0.0,893
Morgan_Bit_1063,Morgan,0.0,1063
Morgan_Bit_606,Morgan,0.0,606
Morgan_Bit_1344,Morgan,0.0,1344
Morgan_Bit_530,Morgan,0.0,530
Morgan_Bit_1149,Morgan,0.0,1149
Morgan_Bit_249,Morgan,0.0,249
Morgan_Bit_1774,Morgan,0.0,1774
Morgan_Bit_1670,Morgan,0.0,1670
fr_lactone,Descriptor,0.0,2186
Morgan_Bit_939,Morgan,0.0,939
Morgan_Bit_564,Morgan,0.0,564
Morgan_Bit_1574,Morgan,0.0,1574
Morgan_Bit_1614,Morgan,0.0,1614
Morgan_Bit_479,Morgan,0.0,479
Morgan_Bit_500,Morgan,0.0,500
Morgan_Bit_351,Morgan,0.0,351
Morgan_Bit_1745,Morgan,0.0,1745
Morgan_Bit_357,Morgan,0.0,357
Morgan_Bit_725,Morgan,0.0,725
Morgan_Bit_1134,Morgan,0.0,1134
Morgan_Bit_246,Morgan,0.0,246
Morgan_Bit_1521,Morgan,0.0,1521
Morgan_Bit_1129,Morgan,0.0,1129
Morgan_Bit_369,Morgan,0.0,369
Morgan_Bit_156,Morgan,0.0,156
Morgan_Bit_1447,Morgan,0.0,1447
Morgan_Bit_844,Morgan,0.0,844
Morgan_Bit_1607,Morgan,0.0,1607
Morgan_Bit_888,Morgan,0.0,888
Morgan_Bit_1195,Morgan,0.0,1195
Morgan_Bit_1725,Morgan,0.0,1725
Morgan_Bit_783,Morgan,0.0,783
Morgan_Bit_1464,Morgan,0.0,1464
Morgan_Bit_970,Morgan,0.0,970
Morgan_Bit_1714,Morgan,0.0,1714
Morgan_Bit_203,Morgan,0.0,203
Morgan_Bit_1871,Morgan,0.0,1871
Morgan_Bit_1333,Morgan,0.0,1333
Morgan_Bit_1984,Morgan,0.0,1984
Morgan_Bit_750,Morgan,0.0,750
Morgan_Bit_1602,Morgan,0.0,1602
Morgan_Bit_1742,Morgan,0.0,1742
Morgan_Bit_585,Morgan,0.0,585
Morgan_Bit_2037,Morgan,0.0,2037
Morgan_Bit_312,Morgan,0.0,312
Morgan_Bit_334,Morgan,0.0,334
Morgan_Bit_0,Morgan,0.0,0
Morgan_Bit_2027,Morgan,0.0,2027
Morgan_Bit_1029,Morgan,0.0,1029
Morgan_Bit_1264,Morgan,0.0,1264
Morgan_Bit_1331,Morgan,0.0,1331
Morgan_Bit_456,Morgan,0.0,456
Morgan_Bit_26,Morgan,0.0,26
Morgan_Bit_1027,Morgan,0.0,1027
Morgan_Bit_375,Morgan,0.0,375
Morgan_Bit_1609,Morgan,0.0,1609
Morgan_Bit_1423,Morgan,0.0,1423
Morgan_Bit_1760,Morgan,0.0,1760
Morgan_Bit_101,Morgan,0.0,101
