cn_target,min_ysi,achieved_cn
50.0,11.991936724166347,52.76367566991686
55.0,11.991936724166347,52.76367566991686
60.0,38.76429483065918,59.879164347359904
65.0,11.991936724166347,52.76367566991686
70.0,44.492955789233434,61.851487338305795
