Feature_Name,Feature_Type,Importance,Original_Index
fr_allylic_oxid,Descriptor,0.00015345973553771512,2146
Morgan_Bit_1243,Morgan,0.00013636862663675138,1243
Morgan_Bit_320,Morgan,0.00013519711187046898,320
Morgan_Bit_1238,Morgan,0.000131267871079046,1238
Morgan_Bit_147,Morgan,0.0001272978794729533,147
Morgan_Bit_1349,Morgan,0.00012719725788823072,1349
Morgan_Bit_1019,Morgan,0.00012354343763247013,1019
Morgan_Bit_694,Morgan,0.000121451112885875,694
Morgan_Bit_2047,Morgan,0.00012017171757173353,2047
Morgan_Bit_310,Morgan,0.00011840241266017836,310
Morgan_Bit_1673,Morgan,0.00011240824099821524,1673
Morgan_Bit_29,Morgan,0.00011147724863303638,29
SMR_VSA9,Descriptor,0.00010776048605379675,2095
Morgan_Bit_1420,Morgan,9.884432234651237e-05,1420
Morgan_Bit_1017,Morgan,9.867662582342367e-05,1017
Morgan_Bit_484,Morgan,9.162395560070936e-05,484
Morgan_Bit_1063,Morgan,8.951699486713922e-05,1063
Morgan_Bit_392,Morgan,8.845549772806389e-05,392
Morgan_Bit_556,Morgan,8.701205992441656e-05,556
Morgan_Bit_205,Morgan,8.199007248893104e-05,205
Morgan_Bit_1592,Morgan,7.962836912038446e-05,1592
Morgan_Bit_1366,Morgan,7.907912601264141e-05,1366
Morgan_Bit_1823,Morgan,7.621758772603531e-05,1823
Morgan_Bit_1271,Morgan,7.262379541634183e-05,1271
Morgan_Bit_1391,Morgan,6.34447532539742e-05,1391
SlogP_VSA8,Descriptor,6.073352830437052e-05,2101
Morgan_Bit_1039,Morgan,6.060063221996117e-05,1039
Morgan_Bit_1066,Morgan,6.0098344113794805e-05,1066
Morgan_Bit_31,Morgan,5.967745506892033e-05,31
Morgan_Bit_832,Morgan,5.860082883289327e-05,832
Morgan_Bit_541,Morgan,4.778766943565247e-05,541
Morgan_Bit_1130,Morgan,4.638773545923357e-05,1130
Morgan_Bit_978,Morgan,4.586157739966426e-05,978
Morgan_Bit_1564,Morgan,3.649767129428221e-05,1564
