Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_1386,Morgan,0.00012106453640383421,1386
fr_term_acetylene,Descriptor,0.00011925678943830476,2207
Morgan_Bit_1917,Morgan,0.00011876172797255588,1917
Morgan_Bit_114,Morgan,0.00011221402047410157,114
Morgan_Bit_1148,Morgan,0.00010952657746754998,1148
Morgan_Bit_1536,Morgan,0.00010944140426918213,1536
Morgan_Bit_1399,Morgan,0.00010673759356153166,1399
Morgan_Bit_1847,Morgan,0.00010647437933927767,1847
fr_para_hydroxylation,Descriptor,0.00010011536440775567,2195
Morgan_Bit_1143,Morgan,9.78163889669677e-05,1143
Morgan_Bit_1970,Morgan,9.741842078503603e-05,1970
Morgan_Bit_915,Morgan,9.338677257815429e-05,915
Morgan_Bit_574,Morgan,8.929912640133557e-05,574
Morgan_Bit_1238,Morgan,8.573804146577124e-05,1238
Morgan_Bit_582,Morgan,8.351861013096808e-05,582
Morgan_Bit_898,Morgan,8.0475619566653e-05,898
Morgan_Bit_310,Morgan,6.898053509397074e-05,310
Morgan_Bit_632,Morgan,6.615511444726794e-05,632
Morgan_Bit_227,Morgan,6.55761933053882e-05,227
Morgan_Bit_1454,Morgan,6.414001372112549e-05,1454
Morgan_Bit_1927,Morgan,6.06852607476171e-05,1927
Morgan_Bit_1233,Morgan,6.029153120282496e-05,1233
Morgan_Bit_1035,Morgan,5.920469445285295e-05,1035
Morgan_Bit_1544,Morgan,5.884268756808573e-05,1544
Morgan_Bit_295,Morgan,5.8565582657490655e-05,295
Morgan_Bit_953,Morgan,5.773059726869566e-05,953
Morgan_Bit_1926,Morgan,5.692997111675859e-05,1926
Morgan_Bit_2,Morgan,5.611276209039411e-05,2
Morgan_Bit_222,Morgan,5.467260760328761e-05,222
fr_Al_OH_noTert,Descriptor,5.3106346330096e-05,2143
Morgan_Bit_39,Morgan,5.0834050290548664e-05,39
Morgan_Bit_31,Morgan,5.041354061412599e-05,31
Morgan_Bit_1283,Morgan,5.022857465663517e-05,1283
Morgan_Bit_1525,Morgan,5.015603033191863e-05,1525
Morgan_Bit_680,Morgan,4.9007869741299224e-05,680
Morgan_Bit_351,Morgan,4.7837538495383405e-05,351
PEOE_VSA3,Descriptor,4.7419421868432855e-05,2083
Morgan_Bit_1936,Morgan,4.681103448224843e-05,1936
NumAliphaticHeterocycles,Descriptor,3.3236548320970624e-05,2131
Morgan_Bit_1134,Morgan,3.107408940489526e-05,1134
Morgan_Bit_599,Morgan,2.9895644338376675e-05,599
Morgan_Bit_1642,Morgan,2.8577016397738274e-05,1642
Morgan_Bit_1152,Morgan,2.825281702129783e-05,1152
Morgan_Bit_888,Morgan,2.692916191147991e-05,888
Morgan_Bit_1257,Morgan,2.640070135772282e-05,1257
Morgan_Bit_718,Morgan,2.6304956693889447e-05,718
Morgan_Bit_832,Morgan,2.0126349334669566e-05,832
Morgan_Bit_474,Morgan,1.9825849298801047e-05,474
PEOE_VSA11,Descriptor,1.630289199049643e-05,2078
Morgan_Bit_29,Morgan,1.3817568708486843e-05,29
Morgan_Bit_940,Morgan,1.3639947099668746e-05,940
Morgan_Bit_1799,Morgan,1.124500315386015e-05,1799
Morgan_Bit_1773,Morgan,8.854639450939474e-06,1773
Morgan_Bit_1420,Morgan,8.602249374616455e-06,1420
Morgan_Bit_1860,Morgan,8.561583150764939e-06,1860
Morgan_Bit_1440,Morgan,7.217441204283163e-06,1440
Morgan_Bit_484,Morgan,6.328552299912363e-06,484
Morgan_Bit_1142,Morgan,5.227226065226159e-06,1142
Morgan_Bit_235,Morgan,4.928400314999463e-06,235
Morgan_Bit_195,Morgan,4.492293643249922e-06,195
Morgan_Bit_802,Morgan,3.715259276250753e-06,802
Morgan_Bit_846,Morgan,3.5681551454861e-06,846
Morgan_Bit_312,Morgan,3.502168317920975e-06,312
Morgan_Bit_1785,Morgan,3.482356096276045e-06,1785
Morgan_Bit_14,Morgan,2.961262272026445e-06,14
Morgan_Bit_1328,Morgan,1.1410069624400203e-06,1328
Morgan_Bit_249,Morgan,4.345019584718274e-07,249
Morgan_Bit_82,Morgan,0.0,82
Morgan_Bit_146,Morgan,0.0,146
Morgan_Bit_54,Morgan,0.0,54
Morgan_Bit_1604,Morgan,0.0,1604
Morgan_Bit_133,Morgan,0.0,133
Morgan_Bit_1582,Morgan,0.0,1582
Morgan_Bit_1654,Morgan,0.0,1654
Morgan_Bit_442,Morgan,0.0,442
Morgan_Bit_1381,Morgan,0.0,1381
Morgan_Bit_712,Morgan,0.0,712
Morgan_Bit_689,Morgan,0.0,689
Morgan_Bit_1685,Morgan,0.0,1685
Morgan_Bit_2046,Morgan,0.0,2046
Morgan_Bit_407,Morgan,0.0,407
SlogP_VSA12,Descriptor,0.0,2102
Morgan_Bit_430,Morgan,0.0,430
Morgan_Bit_355,Morgan,0.0,355
Morgan_Bit_74,Morgan,0.0,74
Morgan_Bit_406,Morgan,0.0,406
Morgan_Bit_1798,Morgan,0.0,1798
Morgan_Bit_816,Morgan,0.0,816
Morgan_Bit_1246,Morgan,0.0,1246
Morgan_Bit_1169,Morgan,0.0,1169
Morgan_Bit_1269,Morgan,0.0,1269
