Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_1127,Morgan,0.0,1127
Morgan_Bit_1321,Morgan,0.0,1321
Morgan_Bit_973,Morgan,0.0,973
Morgan_Bit_671,Morgan,0.0,671
Morgan_Bit_254,Morgan,0.0,254
Morgan_Bit_308,Morgan,0.0,308
Morgan_Bit_1106,Morgan,0.0,1106
Morgan_Bit_1772,Morgan,0.0,1772
Morgan_Bit_1759,Morgan,0.0,1759
Morgan_Bit_1011,Morgan,0.0,1011
Morgan_Bit_778,Morgan,0.0,778
Morgan_Bit_1963,Morgan,0.0,1963
Morgan_Bit_600,Morgan,0.0,600
Morgan_Bit_448,Morgan,0.0,448
Morgan_Bit_1521,Morgan,0.0,1521
Morgan_Bit_1119,Morgan,0.0,1119
Morgan_Bit_1671,Morgan,0.0,1671
Morgan_Bit_96,Morgan,0.0,96
Morgan_Bit_219,Morgan,0.0,219
Morgan_Bit_983,Morgan,0.0,983
Morgan_Bit_1861,Morgan,0.0,1861
Morgan_Bit_1141,Morgan,0.0,1141
Morgan_Bit_1854,Morgan,0.0,1854
