E,S,A,B,L
0.3152298147879576,0.27051198201858656,0.12566039600957793,0.11418084108517094,1.5817734442270994
0.0026098912631474748,-0.002286699458070034,0.0005443149384066448,-0.000556158355915084,3.3438036588846227
0.2347435843600315,0.5682982041386214,0.00267176214040212,0.4355904349753057,2.161169644115772
0.12198556385842471,0.6459067254306652,-0.0015682537280423624,0.5170705653019958,3.2171836630621375
1.4206348933373951,0.9994314287426316,0.0013004518789929665,0.2209724770585912,6.537795716253047
0.0039919901532666155,-0.005316652005177245,0.00018545399729504307,-0.001430310082494386,3.1361334090706783
-0.048397122950344956,0.12786619553379786,0.0012095841470295032,0.0697177288986007,0.9871687364301482
0.26723624770905907,0.11839495327009608,0.0005080504485632564,-0.004405003362218216,3.8330120090246735
0.23542124301604758,0.40671152668205607,0.003452326550571636,0.10153412256929287,1.656188020729097
0.1621358347780981,0.6679953003815838,0.0007850724487628923,0.5186073829252041,2.780619641779578
0.5283354675999105,1.1984403033904703,0.994224674493853,0.25254429498416386,4.148945583332098
0.8385905651970418,0.6481397266009281,0.0020459515581566566,0.1478898713463356,4.6621605012373415
0.1501332281226638,0.634898843731603,-0.0008179063346932391,0.45116048557618554,1.8879193745174065
0.17225219310713638,0.9122629369445011,0.0028722216854977843,0.37096498571394415,2.555654811054987
0.024448668884881793,0.09711882226511377,0.0015863516385666498,0.006419103935289598,4.088550417596791
0.21819623337186755,0.15137809741900965,-0.0004544903212599949,0.11645060444553273,1.9119408567851064
0.2244198774283136,0.13302359422446952,0.0011303367885732963,-0.0031628577759778187,3.633979156427143
0.010084882981395258,-0.00046043472605473924,0.0008956924314155279,0.0015246990465609888,3.0465087720306565
0.39917010344340176,0.8690059620574639,0.0009747081718638928,0.5623686022981861,3.8006980123614333
0.0075793311171955405,0.0016287730227436193,-0.0001255311706986695,0.0038706176730961372,8.812233323950132
0.36339316710277025,1.2875969525315178,0.4021817610424875,0.717325280099158,3.1190354068070416
0.17980567318168472,0.6256564754818476,0.6123804188905262,0.46196858914858885,3.156526537941171
0.8729498373232153,1.1240337604514294,0.0024947846954015674,0.2771450309951266,5.140275230096907
0.25393875278057204,0.29867502349958097,0.0003658254899056224,0.18630806789551374,2.274232716786022
0.34347262026808195,0.4661911930741977,0.38102165495093365,0.49952659207778827,1.955925743289385
0.14981251647664787,0.2911961327270036,0.002442340713551713,0.06652080945680339,2.303847995901757
0.8725622803941078,0.7849532341776657,0.0014433166163973043,0.04328845266102469,4.516050692876577
0.2025840359185287,0.42324667779114683,0.37110337592669135,0.4883544308627059,5.120453776428991
0.30569284853405904,0.45729926045333585,0.018169027266866918,0.07397787910502325,1.2202959659990436
0.14442607231873775,0.6556783542448205,-0.0002234781018207266,0.45306149292629916,4.418396423779541
-0.14180694659123863,-0.011027114569944478,-0.007947024570776524,0.01396093308594303,1.3646438583967182
0.5895524211072987,0.7525660295843649,0.1657587681380703,0.11692545580713286,3.7596984022609314
1.3374280678216584,0.8780854912637167,0.0005931609781692338,0.2371028311691955,5.733099992201094
0.6575260509057343,0.5558370167604465,0.0004322128915090817,0.16898634261447065,3.895571703429124
0.37501550543874584,0.22545530821470414,0.0005991987696624145,0.002666929567358922,1.4238207834396386
0.33158359084285594,0.3422599010999863,-0.0007312216182393794,0.3596433235583454,6.0537875823479546
0.0988183794335137,0.10193602890132988,0.0006569939460739616,0.05579024662658108,0.30440055227654644
0.33095619436134416,0.2429760928009507,0.0003558333676712744,0.12905203970350215,2.8405298320161747
-0.01485788281783551,-0.03913766899395495,0.02058914023010543,0.04029585691320995,-0.08776904942665578
0.6216293845745984,0.5191490923520966,-0.0004872605368051741,0.16270213673759662,3.8235106080687773
0.2423209726647962,0.16251008171646297,0.0005400784154867655,-0.00033829976692895336,3.76848132688628
0.1715706837292615,0.34580524569654025,0.17129180561046908,0.21991269273438196,0.5492911625050538
-0.16227895481907567,-0.08694252660587526,-0.0036347465566352933,0.015043057006130164,0.20319772497636038
0.059065163525209456,0.5712599491142825,-0.0013470504397520332,0.47025337698098574,3.1783522741882444
0.10879844519337366,0.6345765455600134,-0.0020097978240107583,0.3812269240004145,3.484544016364992
0.08867731766564825,0.6029706946772277,-0.0018767535354058762,0.4502219762482522,3.3671138828133462
0.7287683903509138,0.6049791567485082,0.0015044213729399636,0.18947694339414448,4.564301222065261
0.28684731629334176,0.2153551470717407,0.0004234510465649177,0.10486206618048691,2.3641934544612018
-0.5143010593440548,-0.4589256569129989,-0.011620471616584358,0.08618851297198273,0.6356785304772629
-0.6204227145862866,-0.4190299515741625,-0.0016856238005291257,0.017694395233559788,-0.4106999519498096
