Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_1250,Morgan,0.0,1250
Morgan_Bit_768,Morgan,0.0,768
Morgan_Bit_1926,Morgan,0.0,1926
Morgan_Bit_291,Morgan,0.0,291
Morgan_Bit_1056,Morgan,0.0,1056
Morgan_Bit_1423,Morgan,0.0,1423
Morgan_Bit_709,Morgan,0.0,709
Morgan_Bit_939,Morgan,0.0,939
Morgan_Bit_242,Morgan,0.0,242
Morgan_Bit_1349,Morgan,0.0,1349
Morgan_Bit_1503,Morgan,0.0,1503
Morgan_Bit_1468,Morgan,0.0,1468
Morgan_Bit_912,Morgan,0.0,912
Morgan_Bit_1530,Morgan,0.0,1530
Morgan_Bit_690,Morgan,0.0,690
Morgan_Bit_218,Morgan,0.0,218
Morgan_Bit_1549,Morgan,0.0,1549
Morgan_Bit_1871,Morgan,0.0,1871
Morgan_Bit_1710,Morgan,0.0,1710
Morgan_Bit_351,Morgan,0.0,351
Morgan_Bit_2045,Morgan,0.0,2045
Morgan_Bit_276,Morgan,0.0,276
Morgan_Bit_535,Morgan,0.0,535
Morgan_Bit_1671,Morgan,0.0,1671
Morgan_Bit_1022,Morgan,0.0,1022
Morgan_Bit_144,Morgan,0.0,144
Morgan_Bit_1187,Morgan,0.0,1187
Morgan_Bit_1083,Morgan,0.0,1083
Morgan_Bit_1353,Morgan,0.0,1353
Morgan_Bit_1256,Morgan,0.0,1256
Morgan_Bit_358,Morgan,0.0,358
Morgan_Bit_775,Morgan,0.0,775
Morgan_Bit_868,Morgan,0.0,868
Morgan_Bit_1276,Morgan,0.0,1276
Morgan_Bit_618,Morgan,0.0,618
Morgan_Bit_689,Morgan,0.0,689
Morgan_Bit_677,Morgan,0.0,677
Morgan_Bit_892,Morgan,0.0,892
Morgan_Bit_802,Morgan,0.0,802
SlogP_VSA1,Descriptor,0.0,2099
Morgan_Bit_312,Morgan,0.0,312
Morgan_Bit_821,Morgan,0.0,821
Morgan_Bit_929,Morgan,0.0,929
Morgan_Bit_482,Morgan,0.0,482
NumSaturatedHeterocycles,Descriptor,0.0,2134
Morgan_Bit_632,Morgan,0.0,632
Morgan_Bit_1673,Morgan,0.0,1673
Morgan_Bit_1243,Morgan,0.0,1243
Morgan_Bit_1073,Morgan,0.0,1073
Morgan_Bit_1195,Morgan,0.0,1195
Morgan_Bit_1063,Morgan,0.0,1063
Morgan_Bit_432,Morgan,0.0,432
Morgan_Bit_1691,Morgan,0.0,1691
Morgan_Bit_287,Morgan,0.0,287
Morgan_Bit_403,Morgan,0.0,403
PEOE_VSA11,Descriptor,0.0,2077
Morgan_Bit_975,Morgan,0.0,975
Morgan_Bit_1110,Morgan,0.0,1110
Morgan_Bit_1004,Morgan,0.0,1004
Morgan_Bit_670,Morgan,0.0,670
Morgan_Bit_1369,Morgan,0.0,1369
Morgan_Bit_486,Morgan,0.0,486
Morgan_Bit_844,Morgan,0.0,844
Morgan_Bit_1069,Morgan,0.0,1069
Morgan_Bit_264,Morgan,0.0,264
Morgan_Bit_1675,Morgan,0.0,1675
Morgan_Bit_837,Morgan,0.0,837
Morgan_Bit_1356,Morgan,0.0,1356
Morgan_Bit_27,Morgan,0.0,27
Morgan_Bit_167,Morgan,0.0,167
Morgan_Bit_1155,Morgan,0.0,1155
Morgan_Bit_1886,Morgan,0.0,1886
Morgan_Bit_961,Morgan,0.0,961
Morgan_Bit_963,Morgan,0.0,963
Morgan_Bit_1357,Morgan,0.0,1357
Morgan_Bit_26,Morgan,0.0,26
Morgan_Bit_642,Morgan,0.0,642
Morgan_Bit_1794,Morgan,0.0,1794
Morgan_Bit_1447,Morgan,0.0,1447
Morgan_Bit_1617,Morgan,0.0,1617
Morgan_Bit_361,Morgan,0.0,361
Morgan_Bit_379,Morgan,0.0,379
Morgan_Bit_1436,Morgan,0.0,1436
Morgan_Bit_195,Morgan,0.0,195
Morgan_Bit_1649,Morgan,0.0,1649
Morgan_Bit_1656,Morgan,0.0,1656
Morgan_Bit_832,Morgan,0.0,832
Morgan_Bit_508,Morgan,0.0,508
fr_Ar_OH,Descriptor,0.0,2144
Morgan_Bit_1592,Morgan,0.0,1592
Morgan_Bit_1670,Morgan,0.0,1670
Morgan_Bit_1799,Morgan,0.0,1799
Morgan_Bit_1745,Morgan,0.0,1745
Morgan_Bit_308,Morgan,0.0,308
Morgan_Bit_1134,Morgan,0.0,1134
Morgan_Bit_1138,Morgan,0.0,1138
Morgan_Bit_1464,Morgan,0.0,1464
Morgan_Bit_1697,Morgan,0.0,1697
Morgan_Bit_898,Morgan,0.0,898
Morgan_Bit_1066,Morgan,0.0,1066
Morgan_Bit_1410,Morgan,0.0,1410
Morgan_Bit_1596,Morgan,0.0,1596
Morgan_Bit_1874,Morgan,0.0,1874
