rank,smiles,cn,cn_error,cn_score,ysi
1,CCCCCC(C)C(=O)O,55.49838163060194,0.49838163060194063,55.49838163060194,45.2672860656464
2,CCCCC=O,55.79958905600905,0.7995890560090473,55.79958905600905,23.523889793928337
