fuel1_inchi,fuel1_mol_frac,fuel2_inchi,fuel2_mol_frac,fuel3_inchi,fuel3_mol_frac,fuel4_inchi,fuel4_mol_frac,fuel5_inchi,fuel5_mol_frac,fuel6_inchi,fuel6_mol_frac,fuel7_inchi,fuel7_mol_frac,fuel8_inchi,fuel8_mol_frac,fuel9_inchi,fuel9_mol_frac
CCCCCCCCCCCCCCCCCC,0.15,CCCCCCCCCCCCCCCC,0.1275,CCCCCCCCCCCCCCCCC,0.085,CCCCCCCCCCCCCCCCCC,0.085,CC(C)CCCCCCCCCCCC,0.1275,CCCC(C)CCCCCCCCCC,0.1275,c1ccccc1CCCCCCCCCC,0.1275,Cc1ccccc1CCCCCCCCC,0.085,C1CCCCC1CCCCCCCCCC,0.085
